SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-30-2018,Condo/Co-op,67 Sullivan St #3,Boston,MA,02129,825000,2,1.0,Boston,1075,1075,1890,6,767,160,Sold,,,http://www.redfin.com/MA/Boston/67-Sullivan-St-02129/unit-3/home/9060280,MLS PIN,72334908,N,Y,42.3791583,-71.0649598
PAST SALE,July-30-2018,Single Family Residential,33 Cook,Boston,MA,02129,960000,3,2.0,Charlestown,1500,1250,2012,6,640,,Sold,,,http://www.redfin.com/MA/Charlestown/33-Cook-St-02129/home/9056180,MLS PIN,72324503,N,Y,42.3808943,-71.0635427
PAST SALE,July-30-2018,Condo/Co-op,10 Sheafe St #6,Boston,MA,02113,410000,1,1.0,North End,388,388,1937,6,1057,178,Sold,,,http://www.redfin.com/MA/Boston/10-Sheafe-St-02113/unit-6/home/137183991,MLS PIN,72336352,N,Y,42.3661103,-71.0554018
PAST SALE,,Condo/Co-op,160 Salem St Apt 13,Boston,MA,02113,615000,1,1.0,,806,,1910,,763,,,,,http://www.redfin.com/MA/Boston/160-Salem-St-02113/unit-13/home/9277894,,,N,Y,42.3659196,-71.0552033
PAST SALE,July-30-2018,Condo/Co-op,177 Endicott St #2,Boston,MA,02113,675000,2,1.0,North End,715,,1900,6,944,267,Sold,,,http://www.redfin.com/MA/Boston/177-Endicott-St-02113/unit-2/home/9322021,MLS PIN,72326835,N,Y,42.3660166,-71.0574659
PAST SALE,July-13-2018,Condo/Co-op,100 Lovejoy Pl Unit 4N,Boston,MA,02114,750000,1,1.0,Waterfront,735,,2017,23,1020,708,Sold,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-4N/home/145122878,MLS PIN,72292718,N,Y,42.3672009,-71.0590324
PAST SALE,July-23-2018,Condo/Co-op,101 Prince St #3,Boston,MA,02113,690000,2,1.0,North End,740,,1900,13,932,232,Sold,,,http://www.redfin.com/MA/Boston/101-Prince-St-02113/unit-3/home/12439458,MLS PIN,72336086,N,Y,42.3659214,-71.0564029
PAST SALE,August-1-2018,Condo/Co-op,30 Polk #406,Boston,MA,02129,650000,1,1.0,Charlestown,896,,2018,4,725,424,Sold,,,http://www.redfin.com/MA/Boston/30-Polk-St-02129/unit-406/home/145589642,MLS PIN,72323285,N,Y,42.3795835,-71.061082
PAST SALE,July-12-2018,Condo/Co-op,30 Polk #101,Boston,MA,02129,600000,2,2.0,Charlestown,841,,2018,24,713,391,Sold,,,http://www.redfin.com/MA/Charlestown/30-Polk-St-02129/unit-101/home/146084153,MLS PIN,72350611,N,Y,42.3795835,-71.061082
PAST SALE,July-23-2018,Condo/Co-op,30 Polk #402,Boston,MA,02129,580000,1,1.0,Charlestown,792,,2018,13,732,391,Sold,,,http://www.redfin.com/MA/Charlestown/30-Polk-St-02129/unit-402/home/146084177,MLS PIN,72350623,N,Y,42.3795835,-71.061082
PAST SALE,July-27-2018,Condo/Co-op,30 Polk #303,Boston,MA,02129,779000,2,2.0,Charlestown,1140,,2017,9,683,521,Sold,,,http://www.redfin.com/MA/Charlestown/30-Polk-St-02129/unit-303/home/146084362,MLS PIN,72350686,N,Y,42.3795835,-71.061082
PAST SALE,July-6-2018,Condo/Co-op,30 Polk #405,Boston,MA,02129,692500,2,2.0,Charlestown,914,,2018,30,758,447,Sold,,,http://www.redfin.com/MA/Charlestown/30-Polk-St-02129/unit-405/home/146084370,MLS PIN,72350688,N,Y,42.3795835,-71.061082
PAST SALE,August-2-2018,Condo/Co-op,30 Polk #207,Boston,MA,02129,580000,1,1.0,Charlestown,816,,2018,3,711,388,Sold,,,http://www.redfin.com/MA/Boston/30-Polk-St-02129/unit-207/home/144877057,MLS PIN,72282049,N,Y,42.3795835,-71.061082
PAST SALE,June-6-2018,Condo/Co-op,246 Bunker Hill St #1,Boston,MA,02129,710000,2,2.0,Charlestown,960,2178,2004,60,740,136,Sold,,,http://www.redfin.com/MA/Boston/246-Bunker-Hill-St-02129/unit-1/home/11512220,MLS PIN,72307629,N,Y,42.3794897,-71.0642213
PAST SALE,,Single Family Residential,5 Salem St Unit R,Boston,MA,02129,810000,2,1.5,,1080,1091,1865,,750,,,,,http://www.redfin.com/MA/Boston/5-Salem-St-02129/unit-R/home/9061731,,,N,Y,42.3773036,-71.0662451
PAST SALE,July-13-2018,Condo/Co-op,27 Winthrop St #2,Boston,MA,02129,1044000,2,2.5,Charlestown,1294,,1900,23,807,181,Sold,,,http://www.redfin.com/MA/Boston/27-Winthrop-St-02129/unit-2/home/21515500,MLS PIN,72329164,N,Y,42.3738538,-71.061069
PAST SALE,,Multi-Family (2-4 Unit),17 Margaret St,Boston,MA,02113,810000,4,3.5,,2576,912,1890,,314,,,,,http://www.redfin.com/MA/Boston/17-Margaret-St-02113/home/9277931,,,N,Y,42.3658822,-71.0555455
PAST SALE,,Single Family Residential,212 Neponset Valley Pkwy,Hyde Park,MA,02136,425000,3,1.0,,1046,2962,1959,,406,,,,,http://www.redfin.com/MA/Hyde-Park/212-Neponset-Valley-Pkwy-02136/home/9134488,,,N,Y,42.2371072,-71.1307171
PAST SALE,,Multi-Family (2-4 Unit),79 Yuill Cir,Hyde Park,MA,02136,447500,6,2.0,,2304,4000,1906,,194,,,,,http://www.redfin.com/MA/Hyde-Park/79-Yuill-Cir-02136/home/9134490,,,N,Y,42.2373147,-71.1306243
PAST SALE,June-6-2018,Single Family Residential,54 Charles St,Boston,MA,02136,540000,4,3.0,Sunnyside - Factory Hill,2500,6731,1991,60,216,,Sold,,,http://www.redfin.com/MA/Boston/54-Charles-St-02136/home/134802559,MLS PIN,72315346,N,Y,42.2492074,-71.1336555
PAST SALE,June-15-2018,Condo/Co-op,97 Sunnyside #1,Boston,MA,02136,512000,3,2.0,Boston,1200,5740,1920,51,427,,Sold,,,http://www.redfin.com/MA/Boston/97-Sunnyside-St-02136/unit-1/home/145348112,MLS PIN,72310719,N,Y,42.249466,-71.135343
PAST SALE,June-8-2018,Single Family Residential,54 Dedham St,Boston,MA,02136,750000,3,2.5,Hyde Park,2385,9225,2017,58,314,,Sold,,,http://www.redfin.com/MA/Hyde-Park/54-Dedham-St-02136/home/9131260,MLS PIN,72248922,N,Y,42.2517063,-71.1352314
PAST SALE,,Single Family Residential,54 Charles St,Hyde Park,MA,02136,540000,3,1.0,,1824,6731,1991,,296,,,,,http://www.redfin.com/MA/Hyde-Park/54-Charles-St-02136/home/9132141,,,N,Y,42.2492131,-71.1336416
PAST SALE,June-22-2018,Single Family Residential,16 Alwin St,Boston,MA,02136,520000,3,2.0,Hyde Park,1630,6293,1954,44,319,,Sold,,,http://www.redfin.com/MA/Hyde-Park/16-Alwin-St-02136/home/9132949,MLS PIN,72294378,N,Y,42.2535694,-71.1408829
PAST SALE,July-19-2018,Single Family Residential,89 Thompson,Boston,MA,02136,475000,3,2.0,Boston,1618,6098,1955,17,294,,Sold,,,http://www.redfin.com/MA/Hyde-Park/89-Thompson-St-02136/home/9131309,MLS PIN,72335801,N,Y,42.250805,-71.1355099
PAST SALE,July-19-2018,Single Family Residential,19 Maple Leaf Dr,Boston,MA,02136,725000,4,2.5,Hyde Park,3430,15109,2014,17,211,,Sold,,,http://www.redfin.com/MA/Boston/19-Maple-Leaf-Dr-02136/home/59236240,MLS PIN,72336079,N,Y,42.2493475,-71.1420897
PAST SALE,,Single Family Residential,8 Norton St,Hyde Park,MA,02136,479000,2,2.5,,1326,5000,1950,,361,,,,,http://www.redfin.com/MA/Hyde-Park/8-Norton-St-02136/home/9133583,,,N,Y,42.2422051,-71.1353126
PAST SALE,June-28-2018,Single Family Residential,1386-88 River St,Boston,MA,02136,405000,4,2.0,Commuterville,2283,5192,1920,38,177,,Sold,,,http://www.redfin.com/MA/Boston/1386-River-St-02136/home/9130305,MLS PIN,72310841,N,Y,42.2541919,-71.1284843
PAST SALE,June-22-2018,Single Family Residential,20 Hillis Rd,Boston,MA,02136,419000,3,1.5,Hyde Park,1782,4170,1930,44,235,,Sold,,,http://www.redfin.com/MA/Hyde-Park/20-Hillis-Rd-02136/home/9131684,MLS PIN,72313770,N,Y,42.2500292,-71.1318776
PAST SALE,July-27-2018,Townhouse,15 Winslow St Unit -,Boston,MA,02136,380000,3,1.0,Hyde Park,1374,,1900,9,277,200,Sold,,,http://www.redfin.com/MA/Boston/15-Winslow-St-02136/Unit/home/146010058,MLS PIN,72342340,N,Y,42.2535514,-71.1304432
PAST SALE,July-31-2018,Multi-Family (2-4 Unit),54 Colchester St,Boston,MA,02136,615000,4,2.0,Hyde Park's Readville,1632,7200,1946,5,377,,Sold,,,http://www.redfin.com/MA/Hyde-Park/54-Colchester-St-02136/home/9134965,MLS PIN,72331557,N,Y,42.2332992,-71.1302065
PAST SALE,July-2-2018,Multi-Family (2-4 Unit),1414 River St,Boston,MA,02136,770000,6,3.0,Hyde Park,3465,3775,1920,34,222,,Sold,,,http://www.redfin.com/MA/Hyde-Park/1414-River-St-02136/home/11835596,MLS PIN,72262135,N,Y,42.25336,-71.129371
PAST SALE,,Single Family Residential,19 Grantley St,Hyde Park,MA,02136,325000,3,1.0,,1130,4750,1920,,288,,,,,http://www.redfin.com/MA/Hyde-Park/19-Grantley-St-02136/home/9131022,,,N,Y,42.2493808,-71.1257154
PAST SALE,,Condo/Co-op,121 Tremont St Apt 315,Boston,MA,02135,475000,2,1.0,,1121,,1964,,424,,,,,http://www.redfin.com/MA/Boston/121-Tremont-St-02135/unit-315/home/9040875,,,N,Y,42.3518915,-71.1734404
PAST SALE,June-26-2018,Multi-Family (2-4 Unit),25 Ricker Rd,Newton,MA,02458,1100000,7,2.5,Newton Corner,3400,5553,1915,40,324,,Sold,,,http://www.redfin.com/MA/Newton/25-Ricker-Rd-02458/home/11473039,MLS PIN,72295087,N,Y,42.3514036,-71.1755027
PAST SALE,July-27-2018,Condo/Co-op,99 Tremont St #415,Boston,MA,02135,756700,2,2.0,Brighton,1148,,2017,9,659,511,Sold,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-415/home/145879545,MLS PIN,72335639,N,Y,42.351377,-71.1723764
PAST SALE,July-30-2018,Condo/Co-op,121 Tremont St #219,Boston,MA,02135,313000,1,1.0,Brighton,491,491,1964,6,637,276,Sold,,,http://www.redfin.com/MA/Boston/121-Tremont-St-02135/unit-219/home/9040796,MLS PIN,72345435,N,Y,42.3518915,-71.1734404
PAST SALE,August-1-2018,Condo/Co-op,99 Tremont St #0417,Boston,MA,02135,950000,2,2.0,Brighton,1386,,2017,4,685,607,Sold,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-417/home/144761764,MLS PIN,72371862,N,Y,42.3512679,-71.1723159
PAST SALE,July-6-2018,Single Family Residential,20 Washington St,Newton,MA,02458,2050000,5,4.5,Newton Corner,6238,24978,2001,30,329,,Sold,,,http://www.redfin.com/MA/Newton/20-Washington-St-02458/home/11407528,MLS PIN,72234204,N,Y,42.3534669,-71.1749524
PAST SALE,,Townhouse,35 Wenlock Rd #35,Boston,MA,02122,500000,2,1.5,,1208,1208,1986,,414,,,,,http://www.redfin.com/MA/Boston/35-Wenlock-Rd-02122/unit-35/home/9064238,,,N,Y,42.284272,-71.0483383
PAST SALE,May-25-2018,Condo/Co-op,88 Faywood Ave #3,Boston,MA,02128,452000,2,1.0,East Boston,1160,1160,1900,72,390,181,Sold,,,http://www.redfin.com/MA/Boston/88-Faywood-Ave-02128/unit-3/home/9107077,MLS PIN,72280671,N,Y,42.3912156,-71.0029044
PAST SALE,May-21-2018,Single Family Residential,21 Swan Ave,Boston,MA,02128,625000,5,2.0,East Boston's Suffolk Downs,2200,5144,1980,76,284,,Sold,,,http://www.redfin.com/MA/Boston/21-Swan-Ave-02128/home/9110171,MLS PIN,72275071,N,Y,42.3887503,-70.9969608
PAST SALE,,Single Family Residential,180 Crescent Ave,Revere,MA,02151,300000,5,2.0,,1916,5000,1900,,157,,,,,http://www.redfin.com/MA/Revere/180-Crescent-Ave-02151/home/9002956,,,N,Y,42.3944142,-70.9870192
PAST SALE,July-31-2018,Townhouse,97 Boardman St #97,Boston,MA,02128,620000,3,2.5,East Boston,1293,1731,2008,5,480,295,Sold,,,http://www.redfin.com/MA/Boston/97-Boardman-St-02128/unit-97/home/144872623,MLS PIN,72345321,N,Y,42.3897076,-71.0109838
PAST SALE,July-13-2018,Single Family Residential,109 Ashley St,Boston,MA,02128,670000,4,2.0,East Boston's Orient Heights,1389,5818,1920,23,482,,Sold,,,http://www.redfin.com/MA/Boston/109-Ashley-St-02128/home/9109517,MLS PIN,72240252,N,Y,42.3889629,-71.0094515
PAST SALE,,Single Family Residential,20 River St,Dedham,MA,02026,250000,3,1.5,,1266,16888,1947,,197,,,,,http://www.redfin.com/MA/Dedham/20-River-St-02026/home/8863804,,,N,Y,42.2424461,-71.1448284
PAST SALE,May-31-2018,Condo/Co-op,1 Westinghouse Plz Unit 312-Bldg C,Boston,MA,02136,395000,1,1.0,Hyde Park,1105,,1908,66,357,317,Sold,,,http://www.redfin.com/MA/Boston/1-Westinghouse-Plz-02136/unit-312-Bldg-C/home/145270848,MLS PIN,72302173,N,Y,42.244227,-71.1320302
PAST SALE,June-14-2018,Townhouse,34 Woodmere Dr #24,Milton,MA,02186,1045000,3,2.5,Blue Hills,2715,,2017,52,385,475,Sold,,,http://www.redfin.com/MA/Milton/34-Woodmere-Dr-02186/unit-24/home/143605057,MLS PIN,72248853,N,Y,42.2430563,-71.1171866
PAST SALE,,Townhouse,34 Woodmere Dr,Milton,MA,02186,1045000,,2.5,,,,2016,,,,,,,http://www.redfin.com/MA/Milton/34-Woodmere-Dr-02186/home/113048781,,,N,Y,42.2429349,-71.117115
PAST SALE,June-20-2018,Single Family Residential,22 Parkson St,Boston,MA,02136,515000,3,2.0,Readville,1904,7200,1915,46,270,,Sold,,,http://www.redfin.com/MA/Hyde-Park/22-Parkson-St-02136/home/9134878,MLS PIN,72320342,N,Y,42.2343638,-71.1325275
PAST SALE,July-17-2018,Single Family Residential,202 Dana Ave,Boston,MA,02136,535000,4,2.5,Fairmount Hill Area,2180,18230,1915,19,245,,Sold,,,http://www.redfin.com/MA/Hyde-Park/202-Dana-Ave-02136/home/9130709,MLS PIN,72304717,N,Y,42.2461241,-71.1176723
PAST SALE,July-18-2018,Single Family Residential,1 Meadow Rd,Boston,MA,02136,555000,4,3.0,Hyde Park's Readville,2083,7224,1986,18,266,,Sold,,,http://www.redfin.com/MA/Boston/1-Meadow-Rd-02136/home/113912699,MLS PIN,72337328,N,Y,42.2357446,-71.1262482
PAST SALE,June-29-2018,Single Family Residential,15 Lawton St,Boston,MA,02136,475000,4,1.5,Hyde Park's Readville,1512,5000,1910,37,314,,Sold,,,http://www.redfin.com/MA/Hyde-Park/15-Lawton-St-02136/home/9135039,MLS PIN,72303539,N,Y,42.2349308,-71.1288604
PAST SALE,,Condo/Co-op,1 Westinghouse Plz,Boston,MA,02136,383100,0,1.0,,1031,,2010,,372,,,,,http://www.redfin.com/MA/Boston/1-Westinghouse-Plz-02136/home/40353118,,,N,Y,42.244227,-71.1320302
PAST SALE,July-25-2018,Single Family Residential,95 Glenwood Ave,Boston,MA,02136,480000,3,1.0,Hyde Park,1063,6250,1920,11,452,,Sold,,,http://www.redfin.com/MA/Hyde-Park/95-Glenwood-Ave-02136/home/9131905,MLS PIN,72341784,N,Y,42.246901,-71.1243692
PAST SALE,,Condo/Co-op,1495 Hyde Park Ave #4,Boston,MA,02136,185000,2,1.0,,897,,1910,,206,,,,,http://www.redfin.com/MA/Boston/1495-Hyde-Park-Ave-02136/unit-4/home/18982747,,,N,Y,42.2477948,-71.1278665
PAST SALE,,Condo/Co-op,1 Westinghouse Plz #312,Boston,MA,02136,395000,0,1.0,,1105,,2010,,357,,,,,http://www.redfin.com/MA/Boston/1-Westinghouse-Plz-02136/unit-312/home/40352994,,,N,Y,42.244227,-71.1320302
PAST SALE,,Condo/Co-op,534 Commonwealth Ave Unit 7A,Boston,MA,02215,1052500,2,2.0,,949,,1910,,1109,,,,,http://www.redfin.com/MA/Boston/534-Commonwealth-Ave-02215/unit-7A/home/9322314,,,N,Y,42.3484521,-71.0965469
PAST SALE,,Condo/Co-op,75 Burbank St Apt 305,Boston,MA,02115,475000,1,1.0,,430,,1899,,1105,,,,,http://www.redfin.com/MA/Boston/75-Burbank-St-02115/unit-305/home/12440325,,,N,Y,42.3446881,-71.0891368
PAST SALE,June-29-2018,Condo/Co-op,1038 Beacon St #203,Brookline,MA,02446,1285000,3,2.0,Brookline,1645,,1898,37,781,901,Sold,,,http://www.redfin.com/MA/Brookline/1038-Beacon-St-02446/unit-203/home/11441415,MLS PIN,72310131,N,Y,42.3461112,-71.1086824
PAST SALE,June-1-2018,Condo/Co-op,283 Commonwealth Ave #4,Boston,MA,02115,3500000,3,3.0,Boston,2351,2351,2000,65,1489,1320,Sold,,,http://www.redfin.com/MA/Boston/283-Commonwealth-Ave-02115/unit-4/home/9304674,MLS PIN,72308054,N,Y,42.3504919,-71.0850863
PAST SALE,May-31-2018,Condo/Co-op,23 Bay State Rd #1,Boston,MA,02215,720000,1,1.0,Back Bay,597,,1890,66,1206,240,Sold,,,http://www.redfin.com/MA/Boston/23-Bay-State-Rd-02215/unit-1/home/11510013,MLS PIN,72302682,N,Y,42.3501805,-71.093852
PAST SALE,July-27-2018,Condo/Co-op,373 Marlborough St #3,Boston,MA,02115,1111000,2,2.0,Back Bay,896,896,1890,9,1240,206,Sold,,,http://www.redfin.com/MA/Boston/373-Marlborough-St-02115/unit-3/home/9239109,MLS PIN,72332390,N,Y,42.3507861,-71.087318
PAST SALE,July-9-2018,Condo/Co-op,492 Beacon St #16,Boston,MA,02115,1325000,3,2.0,Back Bay,1445,1445,1890,27,917,1583,Sold,,,http://www.redfin.com/MA/Boston/492-Beacon-St-02115/unit-16/home/9244563,MLS PIN,72321786,N,Y,42.3512446,-71.0892865
PAST SALE,July-30-2018,Condo/Co-op,466 Commonwealth Ave #205,Boston,MA,02215,395000,0,1.0,Kenmore Square,347,347,1910,6,1138,265,Sold,,,http://www.redfin.com/MA/Boston/466-Commonwealth-Ave-02215/unit-205/home/9269186,MLS PIN,72340740,N,Y,42.3485171,-71.0931864
PAST SALE,July-18-2018,Condo/Co-op,83 Ivy St #21,Brookline,MA,02446,870000,2,2.0,Brookline,1290,,1910,18,674,503,Sold,,,http://www.redfin.com/MA/Brookline/83-Ivy-St-02446/unit-21/home/11441565,MLS PIN,72341813,N,Y,42.347247,-71.1074329
PAST SALE,May-10-2018,Condo/Co-op,75 Burbank #403,Boston,MA,02115,442500,1,1.0,The Fenway,373,,1899,87,1186,255,Sold,,,http://www.redfin.com/MA/Boston/75-Burbank-St-02115/unit-403/home/12439851,MLS PIN,72301499,N,Y,42.3446881,-71.0891368
PAST SALE,,Condo/Co-op,74 Fenway Apt 11,Boston,MA,02115,799000,2,1.0,,910,,1920,,878,,,,,http://www.redfin.com/MA/Boston/74-Fenway-02115/unit-11/home/9265547,,,N,Y,42.3428315,-71.0908989
PAST SALE,July-6-2018,Condo/Co-op,75 Burbank St #505,Boston,MA,02115,465000,1,1.0,The Fenway,430,,1899,30,1081,285,Sold,,,http://www.redfin.com/MA/Boston/75-Burbank-St-02115/unit-505/home/12439478,MLS PIN,72317629,N,Y,42.3446881,-71.0891368
PAST SALE,June-1-2018,Condo/Co-op,975 Memorial Dr #211,Cambridge,MA,02138,4000000,2,2.5,Cambridge,2135,,1986,65,1874,2621,Sold,,,http://www.redfin.com/MA/Cambridge/975-Memorial-Dr-02138/unit-211/home/11574734,MLS PIN,72294600,N,Y,42.3716982,-71.1236136
PAST SALE,August-1-2018,Condo/Co-op,180 Telford #505,Boston,MA,02135,555000,1,1.0,Allston,487,,2017,4,1140,338,Sold,,,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-505/home/145081384,MLS PIN,72315212,N,Y,42.3638661,-71.1376193
PAST SALE,August-1-2018,Condo/Co-op,46 Riverdale St #1,Boston,MA,02134,440000,2,2.0,Allston,1330,1330,1920,4,331,84,Sold,,,http://www.redfin.com/MA/Boston/46-Riverdale-St-02134/unit-1/home/8990463,MLS PIN,72306341,N,Y,42.3622173,-71.1323991
PAST SALE,May-22-2018,Townhouse,118 Tudor Unit F,Boston,MA,02127,499500,2,1.0,South Boston,868,868,1989,75,575,276,Sold,,,http://www.redfin.com/MA/Boston/118-Tudor-St-02127/unit-F/home/136790590,MLS PIN,72305543,N,Y,42.336289,-71.0529742
PAST SALE,,Single Family Residential,278 W 5th St #101,Boston,MA,02127,1149000,2,2.0,,1973,1860,1900,,582,,,,,http://www.redfin.com/MA/Boston/278-W-5th-St-02127/unit-101/home/9190376,,,N,Y,42.3351914,-71.0485348
PAST SALE,May-8-2018,Multi-Family (2-4 Unit),438 W 4th St,Boston,MA,02127,1195000,5,3.0,South Boston,2796,1672,1890,89,427,,Sold,,,http://www.redfin.com/MA/Boston/438-W-4th-St-02127/home/9194898,MLS PIN,72303586,N,Y,42.335656,-71.0475598
PAST SALE,June-1-2018,Condo/Co-op,198 W 3rd Unit PS1,Boston,MA,02127,75000,0,,South Boston,138,138,2006,65,543,,Sold,,,http://www.redfin.com/MA/Boston/198-W-3rd-St-02127/unit-PS1/home/145499030,MLS PIN,72314697,N,Y,42.3395702,-71.0496688
PAST SALE,June-5-2018,Condo/Co-op,530R E Broadway #1,Boston,MA,02127,990000,2,3.0,South Boston,2064,,1910,61,480,300,Sold,,,http://www.redfin.com/MA/Boston/530-E-Broadway-02127/unit-1/home/112265981,MLS PIN,72302054,N,Y,42.3356849,-71.0431142
PAST SALE,June-15-2018,Condo/Co-op,36 A St Unit 2B,Boston,MA,02127,780000,1,1.0,South Boston,1002,1002,2006,51,778,463,Sold,,,http://www.redfin.com/MA/Boston/36-A-St-02127/unit-2B/home/18982486,MLS PIN,72302413,N,Y,42.34132,-71.05635
PAST SALE,June-15-2018,Condo/Co-op,309 E St #22,Boston,MA,02127,932000,2,2.0,South Boston,1203,,2015,51,775,443,Sold,,,http://www.redfin.com/MA/Boston/309-E-St-02127/unit-22/home/145293849,MLS PIN,72307797,N,Y,42.3372272,-71.0496375
PAST SALE,,Single Family Residential,216 W 5th St,Boston,MA,02127,760000,4,1.5,,1440,600,1890,,528,,,,,http://www.redfin.com/MA/Boston/216-W-5th-St-02127/home/9195240,,,N,Y,42.33639,-71.0504964
PAST SALE,May-31-2018,Condo/Co-op,36 A St Unit 5C,Boston,MA,02127,950000,2,2.0,South Boston,1370,,2006,66,693,609,Sold,,,http://www.redfin.com/MA/Boston/36-A-St-02127/unit-5C/home/18983024,MLS PIN,72275679,N,Y,42.34132,-71.05635
PAST SALE,June-4-2018,Single Family Residential,66 Bolton St,Boston,MA,02127,783000,4,2.5,South Boston,1270,853,1890,62,617,,Sold,,,http://www.redfin.com/MA/Boston/66-Bolton-St-02127/home/9200015,MLS PIN,72313338,N,Y,42.3416211,-71.0521562
PAST SALE,,Condo/Co-op,314 W 2nd St,Boston,MA,02127,410000,1,1.0,,585,,1920,,701,,,,,http://www.redfin.com/MA/Boston/314-W-2nd-St-02127/home/9185426,,,N,Y,42.3391336,-71.0473829
PAST SALE,,Multi-Family (2-4 Unit),442 W 4th St,Boston,MA,02127,900000,5,2.5,,2122,1302,1890,,424,,,,,http://www.redfin.com/MA/Boston/442-W-4th-St-02127/home/9194894,,,N,Y,42.3355765,-71.0474205
PAST SALE,July-9-2018,Condo/Co-op,45 W THIRD St #209,Boston,MA,02127,840000,1,1.0,South Boston,871,,2017,27,964,477,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-209/home/113817101,MLS PIN,72357262,N,Y,42.3422805,-71.0542439
PAST SALE,June-29-2018,Townhouse,426 W 4Th St #426,Boston,MA,02127,1291875,2,3.0,South Boston,2313,,2009,37,559,200,Sold,,,http://www.redfin.com/MA/Boston/426-W-4th-St-02127/unit-426/home/113245519,MLS PIN,72290763,N,Y,42.3357225,-71.0477174
PAST SALE,July-10-2018,Condo/Co-op,45 W THIRD St #506,Boston,MA,02127,760000,1,1.0,South Boston,774,,2018,26,982,427,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-506/home/146005072,MLS PIN,72342219,N,Y,42.3422805,-71.0542439
PAST SALE,July-9-2018,Condo/Co-op,45 W THIRD St #225,Boston,MA,02127,935000,2,2.0,South Boston,1008,,2018,27,928,537,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-225/home/109482973,MLS PIN,72236129,N,Y,42.3422805,-71.0542439
PAST SALE,July-9-2018,Condo/Co-op,45 W THIRD St #214,Boston,MA,02127,1150000,2,2.0,South Boston,1246,,2018,27,923,660,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-214/home/113353872,MLS PIN,72194180,N,Y,42.3422805,-71.0542439
PAST SALE,July-11-2018,Condo/Co-op,45 W THIRD St #206,Boston,MA,02127,715000,1,1.0,South Boston,774,,2017,25,924,410,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-206/home/109715337,MLS PIN,72092292,N,Y,42.3422805,-71.0542439
PAST SALE,July-9-2018,Condo/Co-op,45 W THIRD St #204,Boston,MA,02127,715000,1,1.0,South Boston,774,,2017,27,924,397,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-204/home/109315805,MLS PIN,72083584,N,Y,42.3422805,-71.0542439
PAST SALE,July-10-2018,Condo/Co-op,45 W THIRD St #322,Boston,MA,02127,599000,1,1.0,South Boston,629,,2017,26,952,343,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-322/home/109727911,MLS PIN,72092416,N,Y,42.3422805,-71.0542439
PAST SALE,July-11-2018,Condo/Co-op,45 W THIRD St #321,Boston,MA,02127,715000,1,1.0,South Boston,774,,2018,25,924,410,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-321/home/109457574,MLS PIN,72132493,N,Y,42.3422805,-71.0542439
PAST SALE,July-13-2018,Condo/Co-op,45 W THIRD St #328,Boston,MA,02127,950000,2,2.0,South Boston,1008,,2017,23,942,528,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-328/home/109457528,MLS PIN,72085699,N,Y,42.3422805,-71.0542439
PAST SALE,July-13-2018,Condo/Co-op,45 W THIRD St #403,Boston,MA,02127,635000,1,1.0,South Boston,658,,2017,23,965,347,Sold,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-403/home/109420831,MLS PIN,72084622,N,Y,42.3422805,-71.0542439
PAST SALE,June-18-2018,Condo/Co-op,36 A St Unit 5E,Boston,MA,02127,850000,2,1.5,South Boston,1140,,2006,48,746,503,Sold,,,http://www.redfin.com/MA/Boston/36-A-St-02127/unit-5E/home/21717097,MLS PIN,72307056,N,Y,42.34132,-71.05635
PAST SALE,,Condo/Co-op,141 W 2nd St Unit 302,Boston,MA,02127,910000,2,2.0,,1254,,1930,,726,,,,,http://www.redfin.com/MA/Boston/141-W-2nd-St-02127/unit-302/home/28456496,,,N,Y,42.3420927,-71.0527162
