SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-25-2018,Condo/Co-op,47 Lourdes Ave #2,Boston,MA,02130,635000,3,2.0,Jamaica Plain,1106,1106,2004,72,574,251,Sold,,,http://www.redfin.com/MA/Boston/47-Lourdes-Ave-02130/unit-2/home/9324709,MLS PIN,72307495,N,Y,42.3065002,-71.1032867
PAST SALE,June-22-2018,Multi-Family (2-4 Unit),1398 River St,Boston,MA,02136,1075000,9,3.0,Hyde Park's Fairmount,4308,6457,1910,44,250,,Sold,,,http://www.redfin.com/MA/Hyde-Park/1398-River-St-02136/home/9130296,MLS PIN,72324609,N,Y,42.2538898,-71.1287675
PAST SALE,July-24-2018,Condo/Co-op,70 Lincoln St Unit L616,Boston,MA,02111,660000,1,1.0,Boston,753,753,2006,12,876,467,Sold,,,http://www.redfin.com/MA/Boston/70-Lincoln-St-02111/unit-L616/home/12440001,MLS PIN,72335497,N,Y,42.351981,-71.0577947
PAST SALE,June-1-2018,Condo/Co-op,505 E 5th St #1,Boston,MA,02127,525000,2,1.0,Boston,606,606,1905,65,866,146,Sold,,,http://www.redfin.com/MA/Boston/505-E-5th-St-02127/unit-1/home/21717365,MLS PIN,72309697,N,Y,42.3336849,-71.0406236
PAST SALE,May-16-2018,Condo/Co-op,85 E India Row Unit 14G,Boston,MA,02110,935000,2,1.5,Boston,1213,1213,1972,81,771,890,Sold,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-14G/home/9261475,MLS PIN,72259167,N,Y,42.3581217,-71.0498232
PAST SALE,June-8-2018,Single Family Residential,59 Paragon Rd,Boston,MA,02132,470000,3,1.5,West Roxbury,1152,4020,1965,58,408,,Sold,,,http://www.redfin.com/MA/West-Roxbury/59-Paragon-Rd-02132/home/9219281,MLS PIN,72308585,N,Y,42.2688868,-71.1640449
PAST SALE,August-1-2018,Condo/Co-op,162 Brush Hill Rd #2,Milton,MA,02186,449000,4,2.0,Milton,2008,,1918,4,224,375,Sold,,,http://www.redfin.com/MA/Milton/162-Brush-Hill-Rd-02186/unit-2/home/145793981,MLS PIN,72333591,N,Y,42.2607628,-71.0993944
PAST SALE,June-12-2018,Condo/Co-op,47 Saint Botolph St #301,Boston,MA,02116,870000,2,2.0,Back Bay,1038,1038,1899,54,838,320,Sold,,,http://www.redfin.com/MA/Boston/47-St-Botolph-St-02116/unit-301/home/9306697,MLS PIN,72310262,N,Y,42.3463502,-71.0794031
PAST SALE,June-26-2018,Single Family Residential,9 Cypress St,Boston,MA,02132,510000,3,1.5,Boston,1176,5977,1940,40,434,,Sold,,,http://www.redfin.com/MA/West-Roxbury/9-Cypress-St-02132/home/9218152,MLS PIN,72319151,N,Y,42.2747669,-71.1675724
PAST SALE,July-27-2018,Condo/Co-op,57 Bartlett St #4,Boston,MA,02129,675000,2,1.0,Charlestown,730,,2001,9,925,233,Sold,,,http://www.redfin.com/MA/Boston/57-Bartlett-St-02129/unit-4/home/9310211,MLS PIN,72328478,N,Y,42.3783076,-71.0636353
PAST SALE,June-20-2018,Condo/Co-op,37 Fairmont St #3,Cambridge,MA,02139,748000,2,2.0,Cambridge,1019,,1930,46,734,250,Sold,,,http://www.redfin.com/MA/Boston/37-Fairmount-St-02124/unit-3/home/11604078,MLS PIN,72307352,N,Y,42.2810395,-71.0730369
PAST SALE,July-19-2018,Condo/Co-op,319 Allston St #6,Boston,MA,02135,390000,1,1.0,Brighton,557,557,1920,17,700,348,Sold,,,http://www.redfin.com/MA/Boston/319-Allston-St-02135/unit-6/home/9016805,MLS PIN,72340746,N,Y,42.3438074,-71.141894
PAST SALE,July-13-2018,Condo/Co-op,151 P St #1,Boston,MA,02127,1015000,4,3.0,South Boston,2162,2162,1926,23,469,265,Sold,,,http://www.redfin.com/MA/Boston/151-P-St-02127/unit-1/home/12296070,MLS PIN,72311811,N,Y,42.3329791,-71.0273475
PAST SALE,June-29-2018,Condo/Co-op,14 Royal St #2,Boston,MA,02134,915000,6,3.0,Allston,2320,,1900,37,394,250,Sold,,,http://www.redfin.com/MA/Boston/14-Royal-St-02134/unit-2/home/145670005,MLS PIN,72328977,N,Y,42.3572964,-71.1299744
PAST SALE,May-31-2018,Condo/Co-op,40 Saint Botolph St #27,Boston,MA,02116,535000,1,1.0,Back Bay,364,364,1925,66,1470,286,Sold,,,http://www.redfin.com/MA/Boston/40-Saint-Botolph-St-02116/unit-27/home/145984155,MLS PIN,72307251,N,Y,42.3462169,-71.0787937
PAST SALE,June-28-2018,Single Family Residential,19 Church St,Boston,MA,02136,470000,3,2.0,Hyde Park,1767,5663,1950,38,266,,Sold,,,http://www.redfin.com/MA/Hyde-Park/19-Church-St-02136/home/11835618,MLS PIN,72309944,N,Y,42.2492018,-71.1324811
PAST SALE,July-27-2018,Single Family Residential,3 Constance Rd,Boston,MA,02132,650000,4,3.5,West Roxbury,2503,2533,2001,9,260,,Sold,,,http://www.redfin.com/MA/West-Roxbury/3-Constance-Rd-02132/home/9315610,MLS PIN,72328581,N,Y,42.2761659,-71.1652981
PAST SALE,June-28-2018,Condo/Co-op,32 Parkton Rd #2,Boston,MA,02130,600000,3,1.0,Jamaica Plain,1080,1080,1905,38,556,230,Sold,,,http://www.redfin.com/MA/Jamaica-Plain/32-Parkton-Rd-02130/home/18982570,MLS PIN,72328781,N,Y,42.3223975,-71.1143308
PAST SALE,July-10-2018,Single Family Residential,87 White St,Boston,MA,02128,578000,3,2.0,Boston,1346,1750,1900,26,429,,Sold,,,http://www.redfin.com/MA/Boston/87-White-St-02128/home/11835442,MLS PIN,72333105,N,Y,42.380401,-71.0339675
PAST SALE,August-1-2018,Condo/Co-op,106 I St #1,Boston,MA,02127,501000,1,1.0,South Boston,694,,1900,4,722,200,Sold,,,http://www.redfin.com/MA/Boston/106-I-St-02127/unit-1/home/18983007,MLS PIN,72341017,N,Y,42.334396,-71.0397169
PAST SALE,July-5-2018,Condo/Co-op,150 Orleans St #306,Boston,MA,02128,489000,2,1.0,East Boston,948,948,1920,31,516,479,Sold,,,http://www.redfin.com/MA/Boston/150-Orleans-St-02128/unit-306/home/9107412,MLS PIN,72333194,N,Y,42.3702907,-71.0362555
PAST SALE,June-1-2018,Townhouse,181 Geneva Ave #181,Boston,MA,02121,460000,3,2.0,Boston,1410,,2016,65,326,225,Sold,,,http://www.redfin.com/MA/Boston/181-Geneva-Ave-02121/unit-181/home/145334214,MLS PIN,72296204,N,Y,42.3049022,-71.076433
PAST SALE,May-24-2018,Condo/Co-op,77 Pearl St #1,Boston,MA,02129,489000,1,1.0,Charlestown,580,,1875,73,843,100,Sold,,,http://www.redfin.com/MA/Boston/77-Pearl-St-02129/unit-1/home/12431272,MLS PIN,72302849,N,Y,42.3801055,-71.0628828
PAST SALE,May-31-2018,Condo/Co-op,8 Hallam St #2,Boston,MA,02125,490000,2,1.0,Dorchester's Savin Hill,882,826,1905,66,556,250,Sold,,,http://www.redfin.com/MA/Boston/8-Hallam-St-02125/unit-2/home/12431050,MLS PIN,72292632,N,Y,42.3144727,-71.0563007
PAST SALE,July-31-2018,Condo/Co-op,31 Mendelssohn St #2,Boston,MA,02131,410000,2,1.0,Roslindale,950,950,1930,5,432,125,Sold,,,http://www.redfin.com/MA/Boston/31-Mendelssohn-St-02131/unit-2/home/21717192,MLS PIN,72345429,N,Y,42.2786398,-71.1386695
PAST SALE,July-9-2018,Condo/Co-op,24 Merriam St #1,Boston,MA,02130,650000,2,2.0,Jamaica Plain,1209,1209,2003,27,538,191,Sold,,,http://www.redfin.com/MA/Boston/24-Merriam-St-02130/unit-1/home/9320091,MLS PIN,72310891,N,Y,42.3137605,-71.104152
PAST SALE,June-8-2018,Townhouse,607 Bennington St #1,Boston,MA,02128,419000,2,1.0,East Boston,687,,1900,58,610,221,Sold,,,http://www.redfin.com/MA/Boston/607-Bennington-St-02128/unit-1/home/80170252,MLS PIN,72319277,N,Y,42.3829056,-71.0167988
PAST SALE,July-26-2018,Condo/Co-op,566 Commonwealth Ave #1105,Boston,MA,02215,475000,1,1.0,Back Bay,789,24108,1968,10,602,1290,Sold,,,http://www.redfin.com/MA/Boston/566-Commonwealth-Ave-02215/unit-1105/home/39959258,MLS PIN,72302734,N,Y,42.3487227,-71.0988578
PAST SALE,July-18-2018,Condo/Co-op,55 Middle St #3,Boston,MA,02127,635000,2,1.0,South Boston,932,932,1900,18,681,132,Sold,,,http://www.redfin.com/MA/Boston/55-Middle-St-02127/unit-3/home/39895235,MLS PIN,72349806,N,Y,42.332143,-71.0559267
PAST SALE,July-31-2018,Single Family Residential,43 Charles St,Boston,MA,02136,430000,5,1.5,Hyde Park,2146,6384,1880,5,200,,Sold,,,http://www.redfin.com/MA/Hyde-Park/43-Charles-St-02136/home/9131537,MLS PIN,72318446,N,Y,42.2499256,-71.1334559
PAST SALE,May-24-2018,Condo/Co-op,141 Worcester St #1,Boston,MA,02118,1525000,2,2.5,Boston,1384,1384,1899,73,1102,342,Sold,,,http://www.redfin.com/MA/Boston/141-Worcester-St-02118/unit-1/home/21717612,MLS PIN,72290643,N,Y,42.3411893,-71.0795367
PAST SALE,July-9-2018,Condo/Co-op,2 Clarendon St #209,Boston,MA,02116,1050000,2,1.5,South End,968,968,1988,27,1085,908,Sold,,,http://www.redfin.com/MA/Boston/2-Clarendon-St-02116/unit-209/home/9232913,MLS PIN,72335671,N,Y,42.3442321,-71.072412
PAST SALE,July-31-2018,Multi-Family (2-4 Unit),15 Brenton St,Boston,MA,02121,780000,6,4.5,Dorchester,4525,4547,2005,5,172,,Sold,,,http://www.redfin.com/MA/Boston/15-Brenton-St-02121/home/17219105,MLS PIN,72340428,N,Y,42.2975181,-71.0799775
PAST SALE,June-7-2018,Single Family Residential,518 Hyde Park Ave,Boston,MA,02131,425000,3,1.5,Roslindale,900,2055,1900,59,472,,Sold,,,http://www.redfin.com/MA/Roslindale/518-Hyde-Park-Ave-02131/home/9181773,MLS PIN,72283625,N,Y,42.2827368,-71.1187059
PAST SALE,June-28-2018,Condo/Co-op,62 Patten St #2,Boston,MA,02130,715000,3,3.0,Jamaica Plain,1600,,1920,38,447,250,Sold,,,http://www.redfin.com/MA/Boston/62-Patten-St-02130/unit-2/home/145485134,MLS PIN,72314288,N,Y,42.2934236,-71.1146093
PAST SALE,July-2-2018,Condo/Co-op,41 Wenham St #2,Boston,MA,02130,740000,3,2.0,Jamaica Plain,1429,7380,2018,34,518,200,Sold,,,http://www.redfin.com/MA/Boston/41-Wenham-St-02130/unit-2/home/145550528,MLS PIN,72319496,N,Y,42.2964003,-71.1141915
PAST SALE,July-3-2018,Condo/Co-op,41 Wenham St #1,Boston,MA,02130,754000,3,2.0,Jamaica Plain,1336,7380,2018,33,564,200,Sold,,,http://www.redfin.com/MA/Boston/41-Wenham-St-02130/unit-1/home/145183384,MLS PIN,72295943,N,Y,42.2964003,-71.1141915
PAST SALE,July-6-2018,Single Family Residential,125 Wood Ave,Boston,MA,02136,620000,4,3.5,Hyde Park,2500,6402,2015,30,248,,Sold,,,http://www.redfin.com/MA/Boston/125-Wood-Ave-02126/home/145634493,MLS PIN,72328955,N,Y,42.270525,-71.1104006
PAST SALE,June-11-2018,Single Family Residential,67 Eastland Rd,Boston,MA,02130,555000,3,1.0,Jamaica Plain,1224,4245,1938,55,453,,Sold,,,http://www.redfin.com/MA/Boston/67-Eastland-Rd-02130/home/9152236,MLS PIN,72323310,N,Y,42.2895912,-71.1134952
PAST SALE,July-9-2018,Condo/Co-op,242 POPLAR St #3,Boston,MA,02131,550000,2,2.0,Roslindale,1099,9077,1905,27,500,238,Sold,,,http://www.redfin.com/MA/Boston/242-Poplar-St-02131/unit-3/home/145604145,MLS PIN,72324805,N,Y,42.2810967,-71.1259282
PAST SALE,July-18-2018,Townhouse,66 Catherine St #66,Boston,MA,02131,680000,3,2.5,Roslindale,1657,7569,2013,18,410,175,Sold,,,http://www.redfin.com/MA/Boston/66-Catherine-St-02131/unit-66/home/52344117,MLS PIN,72296869,N,Y,42.2884021,-71.1155949
PAST SALE,June-27-2018,Condo/Co-op,52 Patten St #1,Boston,MA,02130,488000,2,1.0,Jamaica Plain,931,4110,1920,39,524,235,Sold,,,http://www.redfin.com/MA/Boston/52-Patten-St-02130/unit-1/home/9315281,MLS PIN,72318697,N,Y,42.2937412,-71.1150869
PAST SALE,,Condo/Co-op,178 Hyde Park Ave #3,Boston,MA,02130,475000,3,2.0,,806,,1899,,589,,,,,http://www.redfin.com/MA/Boston/178-Hyde-Park-Ave-02130/unit-3/home/12441528,,,N,Y,42.2949174,-71.116484
PAST SALE,June-28-2018,Condo/Co-op,20 Seymour St #1,Boston,MA,02131,430000,2,1.0,Roslindale,1035,1143,1905,38,415,240,Sold,,,http://www.redfin.com/MA/Boston/20-Seymour-St-02131/unit-1/home/21718711,MLS PIN,72323023,N,Y,42.2805438,-71.122783
PAST SALE,July-20-2018,Condo/Co-op,41 Wenham St #3,Boston,MA,02130,769000,3,2.0,Jamaica Plain,1481,7380,2018,16,519,200,Sold,,,http://www.redfin.com/MA/Boston/41-Wenham-St-02130/unit-3/home/146089867,MLS PIN,72351678,N,Y,42.2964003,-71.1141915
PAST SALE,July-18-2018,Condo/Co-op,52 Weld Hill St #2,Boston,MA,02131,515000,3,1.0,Jamaica Plain's Forest Hills,1128,3500,1896,18,457,150,Sold,,,http://www.redfin.com/MA/Boston/52-Weld-Hill-St-02130/unit-2/home/109543701,MLS PIN,72328568,N,Y,42.2979479,-71.1121489
PAST SALE,July-30-2018,Condo/Co-op,242 POPLAR St #1,Boston,MA,02131,516000,2,2.0,Roslindale,1003,9077,1905,6,514,230,Sold,,,http://www.redfin.com/MA/Boston/242-Poplar-St-02131/unit-1/home/145604143,MLS PIN,72324788,N,Y,42.2810967,-71.1259282
PAST SALE,July-30-2018,Condo/Co-op,242 POPLAR St #2,Boston,MA,02131,527000,2,2.0,Roslindale,1009,9077,1905,6,522,234,Sold,,,http://www.redfin.com/MA/Boston/242-Poplar-St-02131/unit-2/home/145604144,MLS PIN,72324802,N,Y,42.2810967,-71.1259282
PAST SALE,July-30-2018,Single Family Residential,92 Windham Rd,Boston,MA,02136,382500,2,1.0,Golf Course NHBD /Roslindale Line,864,5027,1960,6,443,,Sold,,,http://www.redfin.com/MA/Hyde-Park/92-Windham-Rd-02136/home/9124960,MLS PIN,72341991,N,Y,42.269304,-71.1251468
PAST SALE,July-26-2018,Single Family Residential,197 Wachusett St,Boston,MA,02130,610000,4,2.0,Jamaica Plain,1575,4000,1920,10,387,,Sold,,,http://www.redfin.com/MA/Boston/197-Wachusett-St-02130/home/9152091,MLS PIN,72333261,N,Y,42.2928152,-71.1169303
PAST SALE,July-31-2018,Condo/Co-op,40 Catherine St #1,Boston,MA,02131,520000,2,2.0,Jamaica Plain,902,,1910,5,576,173,Sold,,,http://www.redfin.com/MA/Boston/40-Catherine-St-02131/unit-1/home/59919621,MLS PIN,72341263,N,Y,42.2883785,-71.1150215
PAST SALE,July-31-2018,Multi-Family (2-4 Unit),144 Cummins Hwy,Boston,MA,02131,800000,6,3.0,Roslindale,3948,6316,1905,5,203,,Sold,,,http://www.redfin.com/MA/Roslindale/144-Cummins-Hwy-02131/home/9179903,MLS PIN,72305062,N,Y,42.2828541,-71.1235474
PAST SALE,July-13-2018,Single Family Residential,271 Wachusett St,Boston,MA,02130,770000,3,1.5,Sought-After Woodbourne Neighborhood,1584,4020,1915,23,486,,Sold,,,http://www.redfin.com/MA/Boston/271-Wachusett-St-02130/home/9152580,MLS PIN,72334592,N,Y,42.2901509,-71.1173829
PAST SALE,July-11-2018,Condo/Co-op,37 Wachusett St #2,Boston,MA,02130,480000,2,1.0,Jamaica Plain,893,893,1905,25,538,250,Sold,,,http://www.redfin.com/MA/Boston/37-Wachusett-St-02130/unit-2/home/9323647,MLS PIN,72323239,N,Y,42.2966038,-71.1132283
PAST SALE,July-11-2018,Single Family Residential,14 Bradlee Ct,Boston,MA,02136,441550,3,1.5,Hyde Park,1265,4191,1963,25,349,,Sold,,,http://www.redfin.com/MA/Hyde-Park/14-Bradlee-Ct-02136/home/9122494,MLS PIN,72315487,N,Y,42.2700758,-71.1167911
PAST SALE,July-2-2018,Townhouse,55 Wachusett St #2,Boston,MA,02130,880800,3,2.5,Jamaica Plain's Forest Hills,1939,,2015,34,454,250,Sold,,,http://www.redfin.com/MA/Boston/55-Wachusett-St-02130/unit-2/home/114037145,MLS PIN,72290514,N,Y,42.296114,-71.113551
PAST SALE,July-31-2018,Single Family Residential,20 Maynard Pl,Cambridge,MA,02138,1375000,3,2.5,Cambridge,1496,2579,1853,5,919,,Sold,,,http://www.redfin.com/MA/Cambridge/20-Maynard-Pl-02138/home/11587801,MLS PIN,72345466,N,Y,42.3756114,-71.13175
PAST SALE,August-2-2018,Condo/Co-op,975 Memorial Dr #510,Cambridge,MA,02138,6750000,2,2.5,Harvard Square,2748,,1986,3,2456,3169,Sold,,,http://www.redfin.com/MA/Cambridge/975-Memorial-Dr-02138/unit-510/home/11574803,MLS PIN,72303207,N,Y,42.3716982,-71.1236136
PAST SALE,May-23-2018,Condo/Co-op,107 South St Unit 3A,Boston,MA,02111,1270000,2,2.0,Leather District,1914,,1896,74,664,481,Sold,,,http://www.redfin.com/MA/Boston/107-South-St-02111/unit-3A/home/16871610,MLS PIN,72268196,N,Y,42.3514569,-71.0575146
PAST SALE,May-7-2018,Condo/Co-op,85 E India Row Unit 33H,Boston,MA,02110,695000,1,1.0,Waterfront,880,880,1972,90,790,911,Sold,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-33H/home/9261821,MLS PIN,72288874,N,Y,42.3581217,-71.0498232
PAST SALE,,Condo/Co-op,85 E India Row Apt 40F,Boston,MA,02110,2870000,1,1.5,,1209,,1972,,2374,,,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-40F/home/9261948,,,N,Y,42.3581217,-71.0498232
PAST SALE,May-17-2018,Condo/Co-op,500 Atlantic Ave Unit 15D,Boston,MA,02210,1340000,1,2.0,Waterfront,1310,,2006,80,1023,1269,Sold,,,http://www.redfin.com/MA/Boston/500-Atlantic-Ave-02210/unit-15D/home/12439639,MLS PIN,72269622,N,Y,42.3539101,-71.0518955
PAST SALE,,Condo/Co-op,500 Atlantic Ave Unit 14J,Boston,MA,02210,1650000,2,2.5,,1484,,2006,,1112,,,,,http://www.redfin.com/MA/Boston/500-Atlantic-Ave-02210/unit-14J/home/12439733,,,N,Y,42.3539101,-71.0518955
PAST SALE,June-25-2018,Condo/Co-op,249 A St #59,Boston,MA,02210,1000000,2,2.0,Seaport District,2235,,1900,41,447,1516,Sold,,,http://www.redfin.com/MA/Boston/249-A-St-02210/unit-59/home/113013260,MLS PIN,72115490,N,Y,42.3472031,-71.0506589
PAST SALE,June-15-2018,Condo/Co-op,99-105 Broad Unit 6F,Boston,MA,02110,529000,1,1.0,Waterfront,566,,1910,51,935,421,Sold,,,http://www.redfin.com/MA/Boston/105-Broad-St-02110/unit-6F/home/145306901,MLS PIN,72307660,N,Y,42.3572072,-71.0524202
PAST SALE,June-29-2018,Condo/Co-op,42 Chauncy Unit 5C,Boston,MA,02111,622500,1,1.0,Midtown,838,,1890,37,743,339,Sold,,,http://www.redfin.com/MA/Boston/42-Chauncy-St-02111/unit-5C/home/138312375,MLS PIN,72312208,N,Y,42.3537346,-71.0598086
PAST SALE,,Condo/Co-op,85 E India Row Apt 21E,Boston,MA,02110,725000,1,1.0,,856,,1972,,847,,,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-21E/home/9261604,,,N,Y,42.3581217,-71.0498232
PAST SALE,,Condo/Co-op,99 Broad St Unit 6F,Boston,MA,02110,529000,0,1.0,,566,,1910,,935,,,,,http://www.redfin.com/MA/Boston/99-Broad-St-02110/unit-6F/home/39912464,,,N,Y,42.3572672,-71.0526084
PAST SALE,July-13-2018,Condo/Co-op,42-48 Chauncy St Unit 5A,Boston,MA,02111,690000,1,1.0,Midtown,874,874,1899,23,789,325,Sold,,,http://www.redfin.com/MA/Boston/42-48-Chauncy-St-02111/unit-5A/home/145976653,MLS PIN,72338972,N,Y,42.3537238,-71.0598052
PAST SALE,,Condo/Co-op,1 Franklin St Unit 4104,Boston,MA,02108,4365000,3,3.0,,2096,,2016,,2083,,,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-4104/home/108528743,,,N,Y,42.35631,-71.05945
PAST SALE,June-18-2018,Condo/Co-op,346 Congress St #316,Boston,MA,02210,769000,1,1.0,Seaport District,784,784,1899,48,981,596,Sold,,,http://www.redfin.com/MA/Boston/346-Congress-St-02210/unit-316/home/21963260,MLS PIN,72301900,N,Y,42.3506856,-71.0486803
PAST SALE,May-15-2018,Condo/Co-op,20 Rowes Wharf #306,Boston,MA,02110,2300000,2,2.0,Waterfront,1456,,1988,82,1580,2623,Sold,,,http://www.redfin.com/MA/Boston/20-Rowes-Wharf-02110/unit-306/home/9229848,MLS PIN,72300513,N,Y,42.3566639,-71.0497268
PAST SALE,June-28-2018,Condo/Co-op,50 Liberty Dr Unit 12C,Boston,MA,02210,3669000,2,2.5,Seaport District,1807,,2018,38,2030,2386,Sold,,,http://www.redfin.com/MA/Boston/50-Liberty-Dr-02210/unit-12C/home/145350245,MLS PIN,72310899,N,Y,42.3542528,-71.0444578
PAST SALE,,Condo/Co-op,85 E India Row Apt 4A,Boston,MA,02110,2200000,1,1.0,,756,,1972,,2910,,,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-4A/home/9045891,,,N,Y,42.3581217,-71.0498232
PAST SALE,,Condo/Co-op,25 Channel Center St Unit 1103,Boston,MA,02210,1362000,2,2.0,,1510,,2006,,902,,,,,http://www.redfin.com/MA/Boston/25-Channel-Center-St-02210/unit-1103/home/21719584,,,N,Y,42.3460654,-71.0507949
PAST SALE,June-28-2018,Condo/Co-op,80 Broad St #309,Boston,MA,02110,585000,1,1.0,Waterfront,695,695,2006,38,842,569,Sold,,,http://www.redfin.com/MA/Boston/80-Broad-St-02110/unit-309/home/12439920,MLS PIN,72291541,N,Y,42.35771,-71.0528312
PAST SALE,June-1-2018,Condo/Co-op,21 Wormwood St #516,Boston,MA,02210,945000,1,1.0,Seaport District,1124,1124,1900,65,841,322,Sold,,,http://www.redfin.com/MA/Boston/21-Wormwood-St-02210/unit-516/home/11837433,MLS PIN,72302078,N,Y,42.3469839,-71.0502336
PAST SALE,July-25-2018,Townhouse,10 Constellation Wharf #10,Boston,MA,02129,1491000,3,3.5,Waterfront,2492,,1987,11,598,1978,Sold,,,http://www.redfin.com/MA/Boston/10-Constellation-Wharf-02129/unit-10/home/145121598,MLS PIN,72238708,N,Y,42.3747677,-71.0505404
PAST SALE,July-27-2018,Condo/Co-op,50 Liberty Dr Ph 1G,Boston,MA,02210,1360000,1,1.5,Seaport District,1016,,2018,9,1339,614,Sold,,,http://www.redfin.com/MA/Boston/50-Liberty-Dr-02210/unit-1G/home/145280877,MLS PIN,72304731,N,Y,42.3542528,-71.0444578
PAST SALE,July-27-2018,Condo/Co-op,500 Atlantic Ave Unit 14D,Boston,MA,02210,1500000,2,2.0,Waterfront,1414,,2006,9,1061,1346,Sold,,,http://www.redfin.com/MA/Boston/500-Atlantic-Ave-02210/unit-14D/home/12440061,MLS PIN,72271003,N,Y,42.3539101,-71.0518955
PAST SALE,July-25-2018,Condo/Co-op,99-105 Broad St Unit 8C,Boston,MA,02110,1400000,2,2.0,Waterfront,1354,,1859,11,1034,938,Sold,,,http://www.redfin.com/MA/Boston/99-Broad-St-02110/unit-8C/home/39877940,MLS PIN,72327953,N,Y,42.3572672,-71.0526084
PAST SALE,July-31-2018,Condo/Co-op,40 Commercial Wharf #40,Boston,MA,02210,1350000,1,1.5,Waterfront,1123,,1832,5,1202,652,Sold,,,http://www.redfin.com/MA/Boston/40-Commercial-Wharf-02110/unit-40/home/40631089,MLS PIN,72333692,N,Y,42.3622693,-71.0506564
PAST SALE,August-1-2018,Condo/Co-op,50 Liberty Unit 10B,Boston,MA,02210,6800000,3,3.5,Seaport District,2788,,2018,4,2439,3880,Sold,,,http://www.redfin.com/MA/Boston/50-Liberty-Dr-02210/unit-10B/home/145553149,MLS PIN,72320238,N,Y,42.3542528,-71.0444578
PAST SALE,July-31-2018,Condo/Co-op,197 Eighth St #620,Boston,MA,02129,866000,2,2.0,Charlestown's Navy Yard,1144,,1989,5,757,594,Sold,,,http://www.redfin.com/MA/Boston/197-8th-St-02129/unit-620/home/9050227,MLS PIN,72334449,N,Y,42.3733848,-71.0519798
PAST SALE,July-16-2018,Condo/Co-op,357 Commercial St #613,Boston,MA,02109,519000,1,1.0,Waterfront,724,,1900,20,717,325,Sold,,,http://www.redfin.com/MA/Boston/357-Commercial-St-02109/unit-613/home/9230484,MLS PIN,72335490,N,Y,42.3661069,-71.0505699
PAST SALE,July-31-2018,Condo/Co-op,300 Commercial St #902,Boston,MA,02109,2700000,2,2.0,Waterfront,1609,1609,1900,5,1678,2555,Sold,,,http://www.redfin.com/MA/Boston/300-Commercial-St-02109/unit-902/home/9231688,MLS PIN,72348787,N,Y,42.3651152,-71.0514577
PAST SALE,July-26-2018,Condo/Co-op,33 Sleeper St #308,Boston,MA,02210,1100000,2,1.0,Seaport District,1328,1328,1911,10,828,563,Sold,,,http://www.redfin.com/MA/Boston/33-Sleeper-St-02210/unit-308/home/9252824,MLS PIN,72314320,N,Y,42.3519914,-71.0488968
PAST SALE,July-25-2018,Condo/Co-op,42 8Th St #3110,Boston,MA,02129,655000,2,2.0,Charlestown's Navy Yard,939,,1899,11,698,707,Sold,,,http://www.redfin.com/MA/Boston/42-8th-St-02129/unit-3110/home/9328169,MLS PIN,72305610,N,Y,42.3749988,-71.0520878
PAST SALE,July-31-2018,Condo/Co-op,100 Lovejoy Pl Unit 7J,Boston,MA,02114,1700000,2,2.0,Waterfront,1301,,2017,5,1307,1711,Sold,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-7J/home/146207574,MLS PIN,72360367,N,Y,42.3672009,-71.0590324
PAST SALE,July-16-2018,Condo/Co-op,35 Channel Center St #206,Boston,MA,02210,1145000,1,1.0,Seaport District,1462,,2006,20,783,550,Sold,,,http://www.redfin.com/MA/Boston/35-Channel-Center-St-02210/unit-206/home/11737323,MLS PIN,72313858,N,Y,42.3463778,-71.0505535
PAST SALE,July-17-2018,Condo/Co-op,80 Broad St #904,Boston,MA,02110,975000,2,2.0,Waterfront,1282,1282,2006,19,761,1285,Sold,,,http://www.redfin.com/MA/Boston/80-Broad-St-02110/unit-904/home/12439667,MLS PIN,72253893,N,Y,42.35771,-71.0528312
PAST SALE,May-24-2018,Condo/Co-op,137-139 Pearl St #1,Boston,MA,02110,880000,1,1.5,Waterfront,1201,,1900,73,733,333,Sold,,,http://www.redfin.com/MA/Boston/137-Pearl-St-02110/unit-1/home/39935533,MLS PIN,72281927,N,Y,42.3546783,-71.0537909
PAST SALE,,Condo/Co-op,42 Chauncy St Apt 5C,Boston,MA,02111,622500,1,1.0,,838,,1899,,743,,,,,http://www.redfin.com/MA/Boston/42-Chauncy-St-02111/unit-5C/home/9313764,,,N,Y,42.353755,-71.059782
