SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,321 Commonwealth Ave #0,Boston,MA,02115,350000,0,,Boston,,,,17,,,Active,,,http://www.redfin.com/MA/Boston/321-Commonwealth-Ave-02115/unit-10A/home/9238828,MLS PIN,72365163,N,Y,42.3499646,-71.0869413
MLS Listing,,Condo/Co-op,244 Brighton Ave #302,Boston,MA,02134,535000,1,1.0,Allston,855,,1899,17,626,340,Active,,,http://www.redfin.com/MA/Boston/244-Brighton-Ave-02134/unit-302/home/9326940,MLS PIN,72365152,N,Y,42.3531982,-71.1362186
MLS Listing,,Multi-Family (2-4 Unit),620 South St,Boston,MA,02131,824900,7,4.0,Roslindale,2841,5580,1915,17,290,,Active,,,http://www.redfin.com/MA/Roslindale/620-South-St-02131/home/9176588,MLS PIN,72365099,N,Y,42.2914065,-71.1239399
MLS Listing,,Condo/Co-op,312 Bunker Hill St #3,Boston,MA,02129,1179000,2,2.5,Charlestown,1495,,1885,17,789,285,Active,,,http://www.redfin.com/MA/Boston/312-Bunker-Hill-St-02129/unit-3/home/146269148,MLS PIN,72365055,N,Y,42.3806332,-71.0665096
MLS Listing,,Condo/Co-op,312 Bunker Hill St #2,Boston,MA,02129,1049000,2,2.5,Charlestown,1354,,1885,17,775,268,Active,,,http://www.redfin.com/MA/Boston/312-Bunker-Hill-St-02129/unit-2/home/146269142,MLS PIN,72365054,N,Y,42.3806332,-71.0665096
MLS Listing,,Condo/Co-op,701 Massachusetts Ave #10,Boston,MA,02118,435000,1,1.0,South End,482,,1899,17,902,282,Active,,,http://www.redfin.com/MA/Boston/701-Massachusetts-Ave-02118/unit-10/home/146269141,MLS PIN,72365052,N,Y,42.3350372,-71.0755012
MLS Listing,,Condo/Co-op,45 First Ave #402,Boston,MA,02129,679000,2,1.0,Charlestown's Navy Yard,832,,2015,17,816,595,Active,,,http://www.redfin.com/MA/Boston/45-1st-Ave-02129/unit-402/home/114036856,MLS PIN,72365049,N,Y,42.3761577,-71.0529043
MLS Listing,,Condo/Co-op,199 Coolidge Ave #105,Watertown,MA,02472,849000,2,2.5,Watertown,1450,,1986,17,586,1533,Active,,,http://www.redfin.com/MA/Watertown/199-Coolidge-Ave-02472/unit-105/home/146269062,MLS PIN,72365039,N,Y,42.3657582,-71.1459311
MLS Listing,,Condo/Co-op,121 Portland St #804,Boston,MA,02114,1200000,2,2.0,Midtown,1042,,2017,17,1152,804,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-804/home/108556383,MLS PIN,72364878,N,Y,42.3635838,-71.0605017
MLS Listing,,Townhouse,75 Seymour St Unit B,Boston,MA,02131,499999,2,1.5,Roslindale,1208,1208,2005,18,414,250,Active,,,http://www.redfin.com/MA/Roslindale/75-Seymour-St-02131/unit-B/home/11740761,MLS PIN,72364820,N,Y,42.27904,-71.120939
MLS Listing,,Single Family Residential,48 Hillsboro Rd,Boston,MA,02126,599900,4,2.5,Mattapan,1881,5407,1925,18,319,,Active,,,http://www.redfin.com/MA/Mattapan/48-Hillsboro-Rd-02126/home/11835998,MLS PIN,72364815,N,Y,42.2832164,-71.0957154
MLS Listing,,Single Family Residential,207 Dana Ave,Boston,MA,02136,450000,2,1.5,Hyde Park's Fairmount,988,5476,1924,18,455,,Active,,,http://www.redfin.com/MA/Hyde-Park/207-Dana-Ave-02136/home/9132634,MLS PIN,72364758,N,Y,42.2457589,-71.1183694
MLS Listing,,Condo/Co-op,47 Snow Hill St #2,Boston,MA,02113,1350000,3,2.0,North End,1443,1121,1600,18,936,,Active,,,http://www.redfin.com/MA/Boston/47-Snow-Hill-St-02113/unit-2/home/146267006,MLS PIN,72364747,N,Y,42.3673423,-71.0565791
MLS Listing,,Condo/Co-op,69 Saint Botolph St #4,Boston,MA,02116,1495000,3,2.0,Back Bay,1330,,1890,18,1124,182,Active,,,http://www.redfin.com/MA/Boston/69-St-Botolph-St-02116/unit-4/home/9273415,MLS PIN,72364687,N,Y,42.3456033,-71.0803
MLS Listing,,Multi-Family (2-4 Unit),449 Bennington St,Boston,MA,02128,739000,5,2.0,East Boston,1922,1792,1905,18,384,,Active,,,http://www.redfin.com/MA/Boston/449-Bennington-St-02128/home/9308874,MLS PIN,72364677,N,Y,42.3807485,-71.0227776
MLS Listing,,Single Family Residential,4981 Washington St,Boston,MA,02132,699000,4,3.0,West Roxbury,2152,4499,2018,18,325,,Active,,,http://www.redfin.com/MA/Boston/4981-Washington-St-02132/home/146266652,MLS PIN,72364672,N,Y,42.2674097,-71.1509878
MLS Listing,,Condo/Co-op,36 Bellevue St #3,Boston,MA,02125,430000,3,1.0,Dorchester's Meeting House Hill,1100,1100,1920,18,391,,Active,August-8-2018 05:30 PM,August-8-2018 06:30 PM,http://www.redfin.com/MA/Boston/36-Bellevue-St-02125/unit-3/home/146266619,MLS PIN,72364665,N,Y,42.3101108,-71.0677675
MLS Listing,,Condo/Co-op,485 Harrison Ave Unit 3-509,Boston,MA,02118,1545000,2,2.0,South End,1386,,2003,18,1115,809,Active,,,http://www.redfin.com/MA/Boston/485-Harrison-Ave-02118/unit-35-0/home/9322307,MLS PIN,72364664,N,Y,42.3419444,-71.0668157
MLS Listing,,Condo/Co-op,165 Lake Shore Rd #1,Boston,MA,02135,550000,3,2.0,Brighton,1056,,1963,18,521,514,Active,,,http://www.redfin.com/MA/Boston/165-Lake-Shore-Rd-02135/unit-1/home/9043478,MLS PIN,72364482,N,Y,42.3442692,-71.1671795
MLS Listing,,Condo/Co-op,142 Kenrick St #28,Boston,MA,02135,429000,2,1.0,Boston,646,646,1975,18,664,350,Active,,,http://www.redfin.com/MA/Boston/142-Kenrick-St-02135/unit-28/home/9042945,MLS PIN,72364350,N,Y,42.345716,-71.1685214
MLS Listing,,Condo/Co-op,85 E India Row Unit 16 H,Boston,MA,02110,789000,1,1.0,Waterfront,880,,1969,18,897,851,Active,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-16H/home/9261517,MLS PIN,72364347,N,Y,42.3581217,-71.0498232
MLS Listing,,Multi-Family (2-4 Unit),26 Payson Ave,Boston,MA,02125,614999,6,3.0,Boston,1929,2252,1900,18,319,,Active,,,http://www.redfin.com/MA/Dorchester/26-Payson-Ave-02125/home/9068197,MLS PIN,72364326,N,Y,42.3138292,-71.0666997
MLS Listing,,Townhouse,27 Cook St #1,Boston,MA,02129,1549000,3,2.5,Charlestown,2185,2836,2018,18,709,,Active,,,http://www.redfin.com/MA/Boston/27-Cook-St-02129/unit-1/home/146265238,MLS PIN,72364301,N,Y,42.3807129,-71.0636685
MLS Listing,,Condo/Co-op,50 Liberty Dr Ph 1H,Boston,MA,02210,1374000,1,1.5,Seaport District,946,,2018,18,1452,572,Active,,,http://www.redfin.com/MA/Boston/50-Liberty-Dr-02210/unit-1H/home/146265213,MLS PIN,72364298,N,Y,42.3542528,-71.0444578
MLS Listing,,Condo/Co-op,1 Nassau #1508,Boston,MA,02111,849000,2,2.0,Midtown,982,,2004,18,865,855,Active,,,http://www.redfin.com/MA/Boston/1-Nassau-St-02111/unit-1508/home/9325387,MLS PIN,72364236,N,Y,42.348524,-71.0629362
MLS Listing,,Condo/Co-op,106 Sawyer #3,Boston,MA,02125,499000,3,1.0,Dorchester's Savin Hill,961,,1920,18,519,250,Active,,,http://www.redfin.com/MA/Boston/106-Sawyer-Ave-02125/unit-3/home/12432142,MLS PIN,72364198,N,Y,42.3132732,-71.0637552
MLS Listing,,Condo/Co-op,229 Beacon #4,Boston,MA,02116,2949000,3,2.5,Back Bay,2377,,1890,18,1241,650,Active,,,http://www.redfin.com/MA/Boston/229-Beacon-St-02116/unit-4/home/11509466,MLS PIN,72364119,N,Y,42.3536965,-71.0778761
MLS Listing,,Single Family Residential,160 BEECH St,Boston,MA,02131,879000,6,2.5,Near Village,3200,5062,1910,18,275,,Active,,,http://www.redfin.com/MA/Roslindale/160-Beech-St-02131/home/9174379,MLS PIN,72364094,N,Y,42.2833085,-71.1444687
MLS Listing,,Condo/Co-op,54 Homer #1,Boston,MA,02128,699900,3,3.0,East Boston,1849,1849,1900,18,379,129,Active,,,http://www.redfin.com/MA/Boston/54-Homer-St-02128/unit-1/home/24545222,MLS PIN,72363966,N,Y,42.3815564,-71.0175308
MLS Listing,,Condo/Co-op,345 Belgrade Ave Unit R11,Boston,MA,02131,589000,2,1.5,Roslindale,1482,,2013,18,397,225,Active,,,http://www.redfin.com/MA/Boston/345-Belgrade-Ave-02131/unit-R11/home/146264148,MLS PIN,72363941,N,Y,42.286208,-71.145729
MLS Listing,,Townhouse,108 Ellington St #108,Boston,MA,02121,327836,3,2.0,Dorchester,1381,1381,1993,19,237,,Active,,,http://www.redfin.com/MA/Boston/108-Ellington-St-02121/unit-108/home/137874553,MLS PIN,72363922,N,Y,42.3016655,-71.0812768
MLS Listing,,Single Family Residential,27A Hecla,Boston,MA,02122,454999,2,2.0,Meeting House Hill,1243,3469,1910,19,366,,Active,,,http://www.redfin.com/MA/Dorchester/27A-Hecla-St-02122/home/22056078,MLS PIN,72363909,N,Y,42.307196,-71.060207
MLS Listing,,Single Family Residential,27 Granite Ave,Boston,MA,02124,560000,3,2.0,Adams Village,1362,3840,1900,19,411,,Active,,,http://www.redfin.com/MA/Boston/27-Granite-Ave-02124/home/9104737,MLS PIN,72363787,N,Y,42.2818804,-71.05565
MLS Listing,,Single Family Residential,31 Grandview St,Boston,MA,02131,549900,5,2.5,Boston,1707,6800,1989,19,322,,Active,,,http://www.redfin.com/MA/Roslindale/31-Grandview-St-02131/home/9180941,MLS PIN,72363779,N,Y,42.2754191,-71.1350805
MLS Listing,,Condo/Co-op,197 Eighth St Ph 215,Boston,MA,02129,2349000,3,2.5,Charlestown,2483,,1989,19,946,2085,Active,,,http://www.redfin.com/MA/Boston/197-8th-St-02129/unit-215/home/9308459,MLS PIN,72363771,N,Y,42.3735997,-71.051648
MLS Listing,,Condo/Co-op,259 Marlborough St #4,Boston,MA,02116,599000,0,1.0,Back Bay,635,635,1900,19,943,379,Active,,,http://www.redfin.com/MA/Boston/259-Marlborough-St-02116/unit-4/home/9238517,MLS PIN,72363753,N,Y,42.3520488,-71.0826171
MLS Listing,,Townhouse,350 Marlborough St #5,Boston,MA,02116,1095000,1,1.0,Back Bay,870,,1890,19,1259,408,Active,,,http://www.redfin.com/MA/Boston/350-Marlborough-St-02115/unit-5/home/9246106,MLS PIN,72363717,N,Y,42.3506666,-71.0858734
MLS Listing,,Multi-Family (2-4 Unit),11 Strathcona Rd,Boston,MA,02121,719999,8,3.0,Dorchester,3483,3491,1905,19,207,,Active,,,http://www.redfin.com/MA/Boston/11-Strathcona-Rd-02121/home/9308237,MLS PIN,72363681,N,Y,42.3051417,-71.0791419
MLS Listing,,Townhouse,345 Belgrade Ave #6,Boston,MA,02131,579000,2,1.5,Roslindale,1293,,2013,19,448,215,Active,,,http://www.redfin.com/MA/Roslindale/345-Belgrade-Ave-02131/unit-6/home/60367599,MLS PIN,72363673,N,Y,42.286208,-71.145729
MLS Listing,,Condo/Co-op,292 Beacon St #4,Boston,MA,02116,1495000,2,2.0,Back Bay,1208,1208,1930,19,1238,980,Active,,,http://www.redfin.com/MA/Boston/292-Beacon-St-02116/unit-4/home/9246844,MLS PIN,72363652,N,Y,42.3531856,-71.0819769
MLS Listing,,Multi-Family (5+ Unit),25 Calder St,Boston,MA,02124,1400000,12,6.0,Dorchester,5082,4480,1905,19,275,,Active,,,http://www.redfin.com/MA/Boston/25-Calder-St-02124/home/9093519,MLS PIN,72363558,N,Y,42.297344,-71.0880856
MLS Listing,,Condo/Co-op,87 Beacon St Unit 3R,Boston,MA,02108,880000,1,1.0,Beacon Hill,720,,1850,19,1222,500,Active,,,http://www.redfin.com/MA/Boston/87-Beacon-St-02108/unit-3R/home/9254762,MLS PIN,72363517,N,Y,42.3558285,-71.0716329
MLS Listing,,Condo/Co-op,157 Lake Shore Rd #4,Boston,MA,02135,559900,3,2.0,Brighton,1056,1056,1963,19,530,525,Active,,,http://www.redfin.com/MA/Boston/157-Lake-Shore-Rd-02135/unit-4/home/9043455,MLS PIN,72363479,N,Y,42.3442692,-71.1671795
MLS Listing,,Multi-Family (2-4 Unit),87 M St,Boston,MA,02127,2100000,10,4.0,South Boston,4500,1300,1905,19,467,,Active,,,http://www.redfin.com/MA/Boston/87-M-St-02127/home/9197434,MLS PIN,72363455,N,Y,42.3350952,-71.0335213
MLS Listing,,Condo/Co-op,327 St. Paul #1,Brookline,MA,02446,1199000,3,2.0,Coolidge Corner,1843,,1930,19,651,350,Active,,,http://www.redfin.com/MA/Brookline/327-St-Paul-St-02446/unit-1/home/11480290,MLS PIN,72363442,N,Y,42.349141,-71.1158605
MLS Listing,,Condo/Co-op,2 Sutherland Rd #51,Boston,MA,02135,519000,2,1.0,Brighton's Cleveland Circle,825,825,1950,19,629,569,Active,,,http://www.redfin.com/MA/Boston/2-Sutherland-Rd-02135/unit-51/home/9031399,MLS PIN,72363357,N,Y,42.3366018,-71.1509181
MLS Listing,,Condo/Co-op,502 E 7Th St #1,Boston,MA,02127,700000,2,2.0,Boston,1103,1103,1905,19,635,150,Active,,,http://www.redfin.com/MA/Boston/502-E-7th-St-02127/unit-1/home/18983106,MLS PIN,72363318,N,Y,42.332379,-71.0404421
MLS Listing,,Condo/Co-op,357 Commercial St #720,Boston,MA,02109,1599000,2,2.0,Waterfront,1519,1519,1987,19,1053,996,Active,,,http://www.redfin.com/MA/Boston/357-Commercial-St-02109/unit-720/home/9230575,MLS PIN,72363308,N,Y,42.3661069,-71.0505699
MLS Listing,,Condo/Co-op,9 W Broadway #106,Boston,MA,02127,950000,2,2.0,South Boston,1139,1139,1906,19,834,601,Active,,,http://www.redfin.com/MA/Boston/9-W-Broadway-02127/unit-106/home/11837614,MLS PIN,72363245,N,Y,42.3423405,-71.0578677
MLS Listing,,Single Family Residential,157 Greenfield Rd,Boston,MA,02126,439900,4,2.0,Mattapan,1621,4388,1920,20,271,,Active,,,http://www.redfin.com/MA/Mattapan/157-Greenfield-Rd-02126/home/11507183,MLS PIN,72363227,N,Y,42.2700045,-71.1045822
MLS Listing,,Condo/Co-op,1 Franklin #2304,Boston,MA,02110,2735000,2,2.0,Midtown,1500,,2016,20,1823,1625,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-2304/home/145254513,MLS PIN,72363161,N,Y,42.35631,-71.05945
MLS Listing,,Condo/Co-op,463 Rutherford Ave #202,Boston,MA,02129,749000,2,2.0,Charlestown,971,,2016,20,771,402,Active,,,http://www.redfin.com/MA/Boston/463-Rutherford-Ave-02129/unit-202/home/146254346,MLS PIN,72363079,N,Y,42.3808565,-71.0713251
MLS Listing,,Multi-Family (2-4 Unit),118 White St,Boston,MA,02128,1050000,8,3.0,East Boston,3138,3486,1890,20,335,,Active,,,http://www.redfin.com/MA/Boston/118-White-St-02128/home/9113627,MLS PIN,72363035,N,Y,42.380727,-71.032156
MLS Listing,,Condo/Co-op,1788 Columbia Rd #1,Boston,MA,02127,679000,2,1.0,Boston,1070,1070,1905,20,635,260,Active,,,http://www.redfin.com/MA/Boston/1788-Columbia-Rd-02127/unit-1/home/11837421,MLS PIN,72362939,N,Y,42.3318484,-71.0295846
MLS Listing,,Single Family Residential,6 Mount Vernon Ave,Boston,MA,02129,3750000,7,3.0,Charlestown,4555,2900,1853,20,823,,Active,,,http://www.redfin.com/MA/Charlestown/6-Mt-Vernon-Ave-02129/home/9062398,MLS PIN,72362923,N,Y,42.3760198,-71.0588999
MLS Listing,,Condo/Co-op,1 Franklin St #2006,Boston,MA,02110,1295000,1,1.5,Midtown,871,,2016,20,1487,651,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-2006/home/145254482,MLS PIN,72362911,N,Y,42.35631,-71.05945
MLS Listing,,Condo/Co-op,55 Hull St #2,Boston,MA,02113,1325000,2,2.5,North End,1209,,1900,20,1096,304,Active,,,http://www.redfin.com/MA/Boston/55-Hull-St-02113/unit-2/home/146252461,MLS PIN,72362781,N,Y,42.367329,-71.056702
MLS Listing,,Mobile/Manufactured Home,84 Condor St #1,Boston,MA,02128,69999,1,1.0,East Boston,504,,2011,21,139,,Active,,,http://www.redfin.com/MA/Boston/84-Condor-St-02128/unit-1/home/146255625,MLS PIN,72362605,N,Y,42.3827673,-71.0373779
MLS Listing,,Single Family Residential,92 Glenwood Ave,Boston,MA,02136,464900,3,1.5,Hyde Park's Fairmount,1306,6250,1960,21,356,,Active,August-7-2018 06:00 PM,August-7-2018 07:00 PM,http://www.redfin.com/MA/Hyde-Park/92-Glenwood-Ave-02136/home/9131956,MLS PIN,72362604,N,Y,42.2472042,-71.1241836
MLS Listing,,Townhouse,450A Shawmut Ave #1,Boston,MA,02118,2650000,3,2.5,South End,2619,1371,1999,21,1012,,Active,,,http://www.redfin.com/MA/Boston/450-Shawmut-Ave-02118/unit-1/home/146249699,MLS PIN,72362565,N,Y,42.3391083,-71.0749092
MLS Listing,,Single Family Residential,450 Shawmut Ave,Boston,MA,02118,2650000,3,2.5,South End,2619,1371,1999,21,1012,,Active,,,http://www.redfin.com/MA/Boston/450-Shawmut-Ave-02118/home/9304766,MLS PIN,72362557,N,Y,42.3391083,-71.0749092
MLS Listing,,Condo/Co-op,25 Allen St #25,Boston,MA,02131,464900,2,1.5,Roslindale,991,1433,1987,21,469,,Active,,,http://www.redfin.com/MA/Boston/25-Allen-St-02131/unit-25/home/146248095,MLS PIN,72362454,N,Y,42.2818323,-71.1210698
MLS Listing,,Multi-Family (2-4 Unit),3 Stafford St,Boston,MA,02119,599900,6,2.0,Boston,2916,1825,1890,22,206,,Active,,,http://www.redfin.com/MA/Boston/3-Stafford-St-02119/home/9292628,MLS PIN,72362314,N,Y,42.3219686,-71.0768438
MLS Listing,,Condo/Co-op,14 W Broadway #707,Boston,MA,02127,1699000,2,3.0,South Boston,1562,,2018,22,1088,1424,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-707/home/146236360,MLS PIN,72362188,N,Y,42.3428463,-71.0569762
MLS Listing,,Condo/Co-op,14 W Broadway #705,Boston,MA,02127,1150000,2,2.0,South Boston,1073,,2018,22,1072,838,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-705/home/146236358,MLS PIN,72362186,N,Y,42.3428463,-71.0569762
MLS Listing,,Condo/Co-op,14 W Broadway #504,Boston,MA,02127,1025000,2,2.0,South Boston,979,,2018,22,1047,725,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-504/home/146236357,MLS PIN,72362185,N,Y,42.3428463,-71.0569762
MLS Listing,,Condo/Co-op,14 W Broadway #901,Boston,MA,02127,2649000,4,3.0,South Boston,2438,,2018,22,1087,2476,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-901/home/146236356,MLS PIN,72362184,N,Y,42.3428463,-71.0569762
MLS Listing,,Vacant Land,69 Lubec St,Boston,MA,02128,777000,,,East Boston's Jeffries Point,,3145,,23,,,Active,,,http://www.redfin.com/MA/Boston/69-Lubec-St-02128/home/49673666,MLS PIN,72362067,N,Y,42.3703829,-71.033161
MLS Listing,,Condo/Co-op,85 Brainerd Rd Ph -603,Boston,MA,02134,819900,2,2.0,Allston,1030,,1986,23,796,596,Active,,,http://www.redfin.com/MA/Boston/85-Brainerd-Rd-02134/unit-603/home/8986136,MLS PIN,72362053,N,Y,42.3474042,-71.134768
MLS Listing,,Vacant Land,196-198 Warren St,Boston,MA,02119,1700000,,,Roxbury,,11762,,23,,,Active,,,http://www.redfin.com/MA/Boston/196-Warren-St-02119/home/146224253,MLS PIN,72362028,N,Y,42.324332,-71.0825309
MLS Listing,,Condo/Co-op,1111 Blue Hill Ave #8,Boston,MA,02124,304000,1,1.0,Boston,746,,1920,23,408,205,Active,,,http://www.redfin.com/MA/Boston/1111-Blue-Hill-Ave-02124/unit-8/home/9227794,MLS PIN,72361872,N,Y,42.2864997,-71.0910827
MLS Listing,,Condo/Co-op,22 Park St #1,Boston,MA,02129,539900,1,1.0,Charlestown,655,,1890,23,824,150,Active,,,http://www.redfin.com/MA/Boston/22-Park-St-02129/unit-1/home/12431717,MLS PIN,72361821,N,Y,42.3727663,-71.0612678
MLS Listing,,Condo/Co-op,492 Beacon St #45,Boston,MA,02115,1550000,2,2.0,Back Bay,1169,,1986,23,1326,1212,Active,,,http://www.redfin.com/MA/Boston/492-Beacon-St-02115/unit-45/home/9244600,MLS PIN,72361765,N,Y,42.3512446,-71.0892865
MLS Listing,,Single Family Residential,35 Bartlett St Unit B,Boston,MA,02129,1195000,3,2.5,Charlestown,1513,1513,2002,23,790,,Active,,,http://www.redfin.com/MA/Boston/35-Bartlett-St-02129/unit-B/home/9310173,MLS PIN,72361736,N,Y,42.3779405,-71.0629102
MLS Listing,,Condo/Co-op,87 Gainsborough St #104,Boston,MA,02115,929000,2,1.5,The Fenway,1347,1347,1910,23,690,508,Active,,,http://www.redfin.com/MA/Boston/87-Gainsborough-St-02115/unit-104/home/9267622,MLS PIN,72361729,N,Y,42.3425257,-71.0883653
MLS Listing,,Multi-Family (2-4 Unit),139 Princeton,Boston,MA,02128,629900,4,2.0,East Boston,1740,1250,1910,23,362,,Active,,,http://www.redfin.com/MA/Boston/139-Princeton-St-02128/home/9120202,MLS PIN,72361627,N,Y,42.3780177,-71.0342332
MLS Listing,,Condo/Co-op,180 Telford #305,Boston,MA,02135,515000,0,1.0,Boston,487,,2017,24,1057,320,Active,,,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-305/home/145553086,MLS PIN,72361554,N,Y,42.3638661,-71.1376193
MLS Listing,,Condo/Co-op,42 Deckard #3,Boston,MA,02121,475000,3,1.0,Boston,1388,5113,1890,24,342,395,Active,,,http://www.redfin.com/MA/Boston/42-Deckard-St-02121/unit-3/home/145265571,MLS PIN,72361487,N,Y,42.315802,-71.085701
MLS Listing,,Condo/Co-op,33 Sleeper St #301,Boston,MA,02210,850000,1,1.0,Seaport District,888,888,1911,24,957,626,Active,,,http://www.redfin.com/MA/Boston/33-Sleeper-St-02210/unit-301/home/9252812,MLS PIN,72361440,N,Y,42.3519914,-71.0488968
MLS Listing,,Single Family Residential,40 Saint James St,Boston,MA,02119,799900,6,1.5,Boston,2971,2043,1890,24,269,,Active,,,http://www.redfin.com/MA/Boston/40-St-James-St-02119/home/9290211,MLS PIN,72361433,N,Y,42.3265833,-71.0857995
MLS Listing,,Condo/Co-op,52 Monadnock St #1,Boston,MA,02125,335000,2,1.0,Boston,1062,1062,1899,24,315,196,Active,,,http://www.redfin.com/MA/Boston/52-Monadnock-St-02125/unit-1/home/9063042,MLS PIN,72361425,N,Y,42.3154954,-71.0690464
MLS Listing,,Condo/Co-op,330 1/2 E #1,Boston,MA,02127,749900,1,2.0,South Boston,1700,,1900,24,441,586,Active,,,http://www.redfin.com/MA/Boston/656-1-2-E-2nd-St-02127/unit-1/home/146214631,MLS PIN,72361383,N,Y,42.337608,-71.0369879
MLS Listing,,Condo/Co-op,20 Hazelwood #1,Boston,MA,02119,479000,3,2.0,Roxbury,1203,,1900,24,398,225,Active,,,http://www.redfin.com/MA/Boston/20-Hazelwood-St-02119/unit-1/home/146214374,MLS PIN,72361347,N,Y,42.3174138,-71.0837844
MLS Listing,,Condo/Co-op,20 Hazelwood #2,Boston,MA,02119,579000,4,3.0,Roxbury,1836,,1900,24,315,265,Active,,,http://www.redfin.com/MA/Boston/20-Hazelwood-St-02119/unit-2/home/146214331,MLS PIN,72361333,N,Y,42.3174138,-71.0837844
MLS Listing,,Condo/Co-op,54 Monument Ave #2,Boston,MA,02129,899000,1,1.5,Charlestown,1180,,1900,24,762,265,Active,,,http://www.redfin.com/MA/Boston/54-Monument-Ave-02129/unit-2/home/9317903,MLS PIN,72361175,N,Y,42.3752619,-71.0617656
MLS Listing,,Single Family Residential,20 Lenoxdale,Boston,MA,02124,749000,3,1.0,Dorchester,1310,3600,1930,24,572,,Active,,,http://www.redfin.com/MA/Boston/20-Lenoxdale-Ave-02124/home/9104994,MLS PIN,72361110,N,Y,42.2815681,-71.0542571
MLS Listing,,Condo/Co-op,463 Rutherford Ave #306,Boston,MA,02129,839000,2,2.0,Charlestown,1167,,2016,24,719,456,Active,,,http://www.redfin.com/MA/Boston/463-Rutherford-Ave-02129/unit-306/home/146212785,MLS PIN,72361069,N,Y,42.3808565,-71.0713251
MLS Listing,,Condo/Co-op,433 Bunker Hill St Ph 2,Boston,MA,02129,829900,2,1.5,Charlestown,1388,,1885,24,598,170,Active,,,http://www.redfin.com/MA/Boston/433-Bunker-Hill-St-02129/unit-2/home/9227101,MLS PIN,72361031,N,Y,42.3832573,-71.0709065
MLS Listing,,Multi-Family (2-4 Unit),206 Neponset Ave,Boston,MA,02122,662000,5,2.5,Boston,2992,4000,1910,24,221,,Active,,,http://www.redfin.com/MA/Dorchester/206-Neponset-Ave-02122/home/9095470,MLS PIN,72360973,N,Y,42.2919481,-71.0497536
MLS Listing,,Condo/Co-op,16 Boardman St #201,Boston,MA,02128,619900,2,2.0,East Boston,987,,2018,24,628,303,Active,,,http://www.redfin.com/MA/Boston/16-Boardman-St-02128/unit-201/home/146212299,MLS PIN,72360967,N,Y,42.3874289,-71.0089407
MLS Listing,,Condo/Co-op,392 Marlborough St #3,Boston,MA,02115,3599000,3,2.5,Back Bay,2590,2590,1899,24,1390,1082,Active,,,http://www.redfin.com/MA/Boston/392-Marlborough-St-02115/unit-3/home/9330043,MLS PIN,72360957,N,Y,42.3501312,-71.0878415
MLS Listing,,Condo/Co-op,414 Beacon St #2,Boston,MA,02115,1595000,2,2.0,Back Bay,1533,1310,1850,24,1040,574,Active,,,http://www.redfin.com/MA/Boston/414-Beacon-St-02115/unit-2/home/136767478,MLS PIN,72360956,N,Y,42.3520602,-71.0863231
MLS Listing,,Multi-Family (2-4 Unit),137 GENEVA Ave,Boston,MA,02121,1200000,12,6.0,Boston,4146,3785,1905,24,289,,Active,,,http://www.redfin.com/MA/Boston/137-Geneva-Ave-02121/home/9074337,MLS PIN,72360931,N,Y,42.3057026,-71.0780741
MLS Listing,,Condo/Co-op,145 Pinckney St Unit 309 & 311,Boston,MA,02114,1899999,2,2.0,Beacon Hill,1285,,1952,24,1479,1426,Active,,,http://www.redfin.com/MA/Boston/145-Pinckney-St-02114/unit-309-311/home/146211951,MLS PIN,72360850,N,Y,42.3590713,-71.0714584
MLS Listing,,Townhouse,2 Marlborough St #5,Boston,MA,02116,1599000,2,2.0,Back Bay,1372,1372,1890,24,1165,363,Active,,,http://www.redfin.com/MA/Boston/2-Marlborough-St-02116/unit-5/home/9237790,MLS PIN,72360825,N,Y,42.3542695,-71.0725178
MLS Listing,,Single Family Residential,234 W Selden St,Boston,MA,02126,459900,4,3.0,Boston,1819,4962,1905,24,253,,Active,,,http://www.redfin.com/MA/Mattapan/234-W-Selden-St-02126/home/9154947,MLS PIN,72360816,N,Y,42.2734248,-71.0893089
MLS Listing,,Condo/Co-op,9 Milford St #1,Boston,MA,02118,2449000,3,2.5,South End,2040,,1900,25,1200,409,Active,,,http://www.redfin.com/MA/Boston/9-Milford-St-02118/unit-1/home/101699894,MLS PIN,72360728,N,Y,42.34385,-71.068793
