SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,75 Highland St #3,Boston,MA,02119,474900,2,1.0,Roxbury,900,900,1900,3,528,175,Active,,,http://www.redfin.com/MA/Boston/75-Highland-St-02119/unit-3/home/9314671,MLS PIN,72372631,N,Y,42.3272819,-71.0929706
MLS Listing,,Condo/Co-op,5 Eldridge Rd #2,Boston,MA,02130,349000,1,1.0,Boston,773,773,1920,3,451,200,Active,,,http://www.redfin.com/MA/Boston/5-Eldridge-Rd-02130/unit-2/home/11837521,MLS PIN,72372500,N,Y,42.2921738,-71.1172037
MLS Listing,,Single Family Residential,17 Paradise Ln,Dedham,MA,02026,699000,5,2.5,Dedham,2326,6510,2014,4,301,,Active,,,http://www.redfin.com/MA/Dedham/17-Paradise-Ln-02026/home/21781765,MLS PIN,72371503,N,Y,42.2432489,-71.1447356
MLS Listing,,Townhouse,110 Park St #1,Boston,MA,02132,649000,3,2.0,West Roxbury,1424,,2015,11,456,234,Active,,,http://www.redfin.com/MA/Boston/110-Park-St-02132/unit-1/home/103220012,MLS PIN,72368202,N,Y,42.2847949,-71.1554579
MLS Listing,,Condo/Co-op,111 Perkins St #101,Boston,MA,02130,399000,1,1.0,Jamaica Plain,845,174782,1964,17,472,948,Active,,,http://www.redfin.com/MA/Boston/111-Perkins-St-02130/unit-101/home/104214693,MLS PIN,72365517,N,Y,42.3222155,-71.1159742
MLS Listing,,Townhouse,1 Hadley St Unit 1C,Boston,MA,02129,774900,3,2.5,Charlestown's Sullivan Square,1676,,2011,26,462,171,Active,,,http://www.redfin.com/MA/Boston/1-Hadley-St-02129/unit-1C/home/45407139,MLS PIN,72359113,N,Y,42.3829123,-71.0797775
MLS Listing,,Condo/Co-op,35 Gates St #1,Boston,MA,02127,779900,3,2.0,South Boston,1454,1454,1890,46,536,294,Active,,,http://www.redfin.com/MA/Boston/35-Gates-St-02127/unit-1/home/11738296,MLS PIN,72349757,N,Y,42.3327034,-71.0484744
MLS Listing,,Condo/Co-op,61 Revere St #1,Boston,MA,02114,724900,1,1.5,Beacon Hill,817,817,1902,52,887,218,Active,August-6-2018 06:00 PM,August-6-2018 07:30 PM,http://www.redfin.com/MA/Boston/61-Revere-St-02114/unit-1/home/9257338,MLS PIN,72346099,N,Y,42.3596124,-71.0684823
MLS Listing,,Condo/Co-op,40 Fay St #407,Boston,MA,02118,647000,0,1.0,Boston,648,648,2006,54,998,404,Active,,,http://www.redfin.com/MA/Boston/40-Fay-St-02118/unit-407/home/21717899,MLS PIN,72344413,N,Y,42.3431379,-71.066272
Redfin Data,,Condo/Co-op,"23 Margaret Street, Unit 1",Boston,MA,02113,689999,3,1.0,Boston,792,,1905,3,871,,Pre On-Market,,,http://www.redfin.com/MA/Boston/23-Margaret-St-02113/unit-1/home/11838873,Coming Soon,18192,N,Y,42.3659971,-71.0554603
MLS Listing,,Multi-Family (2-4 Unit),52 Msgr Patrick J Lydon Way,Boston,MA,02124,989900,6,3.0,Dorchester's Ashmont,2878,3240,1900,1,344,,Active,,,http://www.redfin.com/MA/Boston/52-Msgr-Patrick-J-Lydon-Way-02124/home/9089557,MLS PIN,72374030,N,Y,42.2889597,-71.060757
MLS Listing,,Multi-Family (2-4 Unit),36 Deering Rd,Boston,MA,02126,799900,6,3.0,Mattapan,3447,3889,1905,1,232,,Active,,,http://www.redfin.com/MA/Mattapan/36-Deering-Rd-02126/home/9159346,MLS PIN,72373922,N,Y,42.2840767,-71.0933478
MLS Listing,,Condo/Co-op,520 Talbot Ave #17,Boston,MA,02124,309900,2,1.0,Dorchester,750,,1966,1,413,310,Active,,,http://www.redfin.com/MA/Boston/520-Talbot-Ave-02124/unit-17/home/18995488,MLS PIN,72373923,N,Y,42.2877801,-71.0648851
MLS Listing,,Condo/Co-op,147 Readville St #2,Boston,MA,02136,229900,1,1.0,Boston,633,633,1920,1,363,175,Active,,,http://www.redfin.com/MA/Boston/147-Readville-St-02136/unit-2/home/146471976,MLS PIN,72373915,N,Y,42.2394101,-71.1364833
MLS Listing,,Single Family Residential,612 E 7Th St,Boston,MA,02127,1249900,4,2.5,South Boston,2751,1710,1890,1,454,,Active,,,http://www.redfin.com/MA/Boston/612-E-7th-St-02127/home/9188868,MLS PIN,72373908,N,Y,42.3324039,-71.0358711
MLS Listing,,Townhouse,57 Constellation Wharf #57,Boston,MA,02129,1699000,3,3.5,Waterfront,2522,,1987,1,674,1996,Active,August-9-2018 06:00 PM,August-9-2018 08:00 PM,http://www.redfin.com/MA/Boston/57-Constellation-Wharf-02129/unit-57/home/145667613,MLS PIN,72373849,N,Y,42.3735681,-71.0490621
MLS Listing,,Single Family Residential,39 Pinefield,Boston,MA,02136,549900,3,2.0,Hyde Park's Readville,1176,7840,1964,1,468,,Active,,,http://www.redfin.com/MA/Hyde-Park/39-Pinefield-Rd-02136/home/9134047,MLS PIN,72373814,N,Y,42.2401247,-71.1394903
MLS Listing,,Multi-Family (2-4 Unit),67-69 Sanford St,Boston,MA,02126,699888,7,2.0,Boston,2579,11500,1890,2,271,,Active,,,http://www.redfin.com/MA/Boston/67-Sanford-St-02126/home/9159899,MLS PIN,72373700,N,Y,42.2735986,-71.074835
MLS Listing,,Condo/Co-op,71 FARRAGUT Rd #2,Boston,MA,02127,759000,2,1.0,South Boston,903,,1930,2,841,275,Active,,,http://www.redfin.com/MA/Boston/71-Farragut-Rd-02127/unit-2/home/11507966,MLS PIN,72373691,N,Y,42.3356427,-71.0253797
MLS Listing,,Condo/Co-op,371 Hanover St #2,Boston,MA,02113,589000,1,1.0,North End,680,,1910,2,866,250,Active,,,http://www.redfin.com/MA/Boston/371-Hanover-St-02113/unit-2/home/18983052,MLS PIN,72373454,N,Y,42.3648522,-71.053161
MLS Listing,,Townhouse,65 Ashland St #1,Boston,MA,02122,759000,2,2.5,Dorchester,1499,,2018,2,506,234,Active,,,http://www.redfin.com/MA/Boston/65-Ashland-St-02122/unit-1/home/146458060,MLS PIN,72373433,N,Y,42.2997935,-71.0502178
MLS Listing,,Single Family Residential,13 W Milton Pl,Boston,MA,02136,799000,4,2.5,Hyde Park's Readville,2744,6020,2018,2,291,,Active,,,http://www.redfin.com/MA/Boston/13-W-Milton-St-02136/home/146457708,MLS PIN,72373388,N,Y,42.2403667,-71.1428716
MLS Listing,,Single Family Residential,62 Bolton St,Boston,MA,02127,729000,2,1.5,Boston,1119,850,1890,2,651,,Active,,,http://www.redfin.com/MA/Boston/62-Bolton-St-02127/home/9200024,MLS PIN,72373372,N,Y,42.3416874,-71.0522251
MLS Listing,,Multi-Family (2-4 Unit),26-28 Chilcott Pl,Boston,MA,02130,829000,4,2.0,Jamaica Plain,2134,5004,1900,2,388,,Active,,,http://www.redfin.com/MA/Boston/26-Chilcott-Pl-02130/home/146457580,MLS PIN,72373368,N,Y,42.3131202,-71.0988585
MLS Listing,,Single Family Residential,45 Itasca St,Boston,MA,02126,489000,3,1.5,Boston,1323,8114,1950,2,370,,Active,,,http://www.redfin.com/MA/Mattapan/45-Itasca-St-02126/home/9156958,MLS PIN,72373354,N,Y,42.2773151,-71.0988257
MLS Listing,,Condo/Co-op,39 Hemenway #12,Boston,MA,02115,469000,0,1.0,The Fenway,306,,1910,2,1533,227,Active,,,http://www.redfin.com/MA/Boston/39-Hemenway-St-02115/unit-12/home/11836982,MLS PIN,72373348,N,Y,42.3455313,-71.0897152
MLS Listing,,Townhouse,111 Perkins St Unit TH5,Boston,MA,02130,649900,3,2.5,Jamaica Plain,1570,,1963,2,414,1368,Active,,,http://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-TH-5/home/21772702,MLS PIN,72373343,N,Y,42.3225259,-71.116058
MLS Listing,,Multi-Family (2-4 Unit),22-24 Laban Pratt Rd,Boston,MA,02122,799000,5,2.0,Dorchester's Neponset,2846,3506,1900,2,281,,Active,,,http://www.redfin.com/MA/Boston/22-Laban-Pratt-Rd-02122/home/9094574,MLS PIN,72373329,N,Y,42.2907478,-71.0510919
MLS Listing,,Parking,700 Harrison Ave,Boston,MA,02118,70000,,,South End,,100,,2,,50,Active,,,http://www.redfin.com/MA/Boston/700-Harrison-Ave-02118/home/21717437,MLS PIN,72373274,N,Y,42.3384041,-71.070437
MLS Listing,,Condo/Co-op,111 Perkins St #113,Boston,MA,02130,529000,2,1.0,Jamaica Plain,1130,,1963,2,468,1151,Active,,,http://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-113/home/17300875,MLS PIN,72373241,N,Y,42.3222155,-71.1159742
MLS Listing,,Condo/Co-op,14 Whitby Ter #1,Boston,MA,02125,650000,3,1.0,Dorchester,1872,3826,1900,2,347,245,Active,,,http://www.redfin.com/MA/Boston/14-Whitby-Ter-02125/unit-1/home/9063070,MLS PIN,72373226,N,Y,42.3141157,-71.0605336
MLS Listing,,Condo/Co-op,220 Boylston St #1412,Boston,MA,02116,3450000,2,2.0,Back Bay,1673,1673,1985,2,2062,3543,Active,,,http://www.redfin.com/MA/Boston/220-Boylston-St-02116/unit-1412/home/9263578,MLS PIN,72373221,N,Y,42.3520492,-71.0683082
MLS Listing,,Condo/Co-op,1650 Commonwealth #408,Boston,MA,02135,710000,1,1.0,Brighton,785,,2017,2,904,510,Active,,,http://www.redfin.com/MA/Boston/1650-Commonwealth-Ave-02135/unit-408/home/146456166,MLS PIN,72373157,N,Y,42.3420701,-71.1440616
MLS Listing,,Condo/Co-op,30-34 E Concord St #13,Boston,MA,02118,499000,1,1.0,South End,499,,1899,2,1000,293,Active,August-6-2018 05:00 PM,August-6-2018 06:30 PM,http://www.redfin.com/MA/Boston/30-34-E-Concord-St-02118/unit-13/home/45495132,MLS PIN,72373133,N,Y,42.3374062,-71.0740291
MLS Listing,,Single Family Residential,2 Holborn Park,Boston,MA,02121,399900,5,2.5,Roxbury,1942,3187,1900,2,206,,Active,,,http://www.redfin.com/MA/Boston/2-Holborn-Park-02121/home/11834604,MLS PIN,72373130,N,Y,42.3148528,-71.0811846
MLS Listing,,Multi-Family (2-4 Unit),10 Harlow St,Boston,MA,02125,599000,7,3.0,Boston,2394,4123,2002,3,250,,Active,August-6-2018 04:30 PM,August-6-2018 06:30 PM,http://www.redfin.com/MA/Boston/10-Harlow-St-02125/home/9072635,MLS PIN,72373122,N,Y,42.3189597,-71.0719459
MLS Listing,,Condo/Co-op,16 Hampstead Rd #3,Boston,MA,02130,749900,2,2.0,Jamaica Plain,1638,1638,1900,3,458,200,Active,,,http://www.redfin.com/MA/Boston/16-Hampstead-Rd-02130/unit-3/home/11511388,MLS PIN,72373090,N,Y,42.303221,-71.1159352
MLS Listing,,Condo/Co-op,79 Poplar #10,Boston,MA,02131,279000,2,1.0,Roslindale,867,867,1930,3,322,341,Active,,,http://www.redfin.com/MA/Boston/79-Poplar-St-02131/unit-10/home/9174011,MLS PIN,72373062,N,Y,42.28484,-71.129111
MLS Listing,,Condo/Co-op,701-703 Massachusetts Ave #6,Boston,MA,02118,449000,1,1.0,South End,483,483,1899,3,930,275,Active,,,http://www.redfin.com/MA/Boston/701-Massachusetts-Ave-02118/unit-6/home/137255747,MLS PIN,72373047,N,Y,42.3350372,-71.0755012
MLS Listing,,Condo/Co-op,100 Rockview St #3,Boston,MA,02130,860000,3,2.0,Jamaica Plain,1813,,1899,3,474,253,Active,,,http://www.redfin.com/MA/Boston/100-Rockview-St-02130/unit-3/home/54500097,MLS PIN,72373040,N,Y,42.3130789,-71.1107814
MLS Listing,,Condo/Co-op,39 Juliette St #1,Boston,MA,02122,549000,3,3.0,Dorchester,1254,1254,2007,3,438,200,Active,,,http://www.redfin.com/MA/Boston/39-Juliette-St-02122/unit-1/home/12301250,MLS PIN,72373017,N,Y,42.3053981,-71.0626714
MLS Listing,,Condo/Co-op,20 Fisher Ave #2,Boston,MA,02120,679000,2,2.0,Mission Hill,1172,,2010,3,579,340,Active,,,http://www.redfin.com/MA/Boston/20-Fisher-Ave-02120/unit-2/home/28903773,MLS PIN,72373000,N,Y,42.3271515,-71.1005898
MLS Listing,,Townhouse,3i Dorchester St Unit 3i,Boston,MA,02127,1149000,3,2.0,South Boston,1581,,2012,3,727,398,Active,,,http://www.redfin.com/MA/Boston/3-Dorchester-St-02127/unit-3I/home/85680309,MLS PIN,72372963,N,Y,42.3378454,-71.0428562
MLS Listing,,Townhouse,19 Cheshire St Unit Right,Boston,MA,02130,1495000,3,2.5,Jamaica Plain,2472,,1910,3,605,325,Active,,,http://www.redfin.com/MA/Boston/19-Cheshire-St-02130/unit-Right/home/146451251,MLS PIN,72372930,N,Y,42.3121575,-71.109178
MLS Listing,,Condo/Co-op,121 Portland St #701,Boston,MA,02114,839900,2,2.0,North End,764,,2017,3,1099,575,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-701/home/108632733,MLS PIN,72372895,N,Y,42.3635838,-71.0605017
MLS Listing,,Townhouse,34 Rockne Ave #1,Boston,MA,02124,599000,3,2.5,Dorchester,1746,,2008,3,343,225,Active,,,http://www.redfin.com/MA/Boston/34-Rockne-Ave-02124/unit-1/home/146450860,MLS PIN,72372881,N,Y,42.2815506,-71.0526321
MLS Listing,,Single Family Residential,111 Hutchings St,Boston,MA,02121,899000,10,1.5,Dorchester,4178,8133,1906,3,215,,Active,,,http://www.redfin.com/MA/Boston/111-Hutchings-St-02121/home/9097497,MLS PIN,72372852,N,Y,42.311778,-71.0919086
MLS Listing,,Single Family Residential,88 Park St,Boston,MA,02122,649000,5,2.5,Dorchester's Fields Corner,1952,2500,1920,3,332,,Active,,,http://www.redfin.com/MA/Dorchester/88-Park-St-02122/home/9312028,MLS PIN,72372827,N,Y,42.299476,-71.0572749
MLS Listing,,Condo/Co-op,14 Hereford St #3,Boston,MA,02115,799000,1,1.0,Back Bay,740,,1871,3,1080,300,Active,,,http://www.redfin.com/MA/Boston/14-Hereford-St-02115/unit-3/home/11509374,MLS PIN,72372784,N,Y,42.351107,-71.0865779
MLS Listing,,Multi-Family (2-4 Unit),25 Brookford St,Boston,MA,02125,546000,6,3.0,Boston,3639,2604,1905,3,150,,Active,,,http://www.redfin.com/MA/Boston/25-Brookford-St-02125/home/9065839,MLS PIN,72372742,N,Y,42.3183143,-71.0762171
MLS Listing,,Condo/Co-op,100 Fulton St Unit 2M,Boston,MA,02109,695000,1,1.0,North End,664,664,1890,3,1047,585,Active,,,http://www.redfin.com/MA/Boston/100-Fulton-St-02109/unit-2M/home/9231173,MLS PIN,72372739,N,Y,42.362617,-71.053035
MLS Listing,,Single Family Residential,732 W Roxbury Pkwy,Boston,MA,02131,1149000,4,3.5,Roslindale,2639,6369,1933,3,435,,Active,,,http://www.redfin.com/MA/Roslindale/732-W-Roxbury-Pkwy-02131/home/9183593,MLS PIN,72372731,N,Y,42.2809378,-71.1434823
MLS Listing,,Condo/Co-op,37 Bay State Rd #4,Boston,MA,02215,949000,2,1.5,Back Bay,1065,,1890,3,891,650,Active,,,http://www.redfin.com/MA/Boston/37-Bay-State-Rd-02215/unit-4/home/9268982,MLS PIN,72372656,N,Y,42.350158,-71.094534
MLS Listing,,Single Family Residential,107 Westbourne Ter #2,Brookline,MA,02445,1499000,5,3.5,Brookline,3147,9999,1896,3,476,,Active,,,http://www.redfin.com/MA/Brookline/107-Westbourne-Ter-02446/unit-2/home/22597906,MLS PIN,72372647,N,Y,42.342487,-71.1374815
MLS Listing,,Condo/Co-op,107 Westbourne Ter Unit 2A,Brookline,MA,02445,1499000,5,3.5,Brookline,3147,9999,1896,3,476,528,Active,,,http://www.redfin.com/MA/Brookline/107-Westbourne-Ter-02446/unit-2A/home/146449601,MLS PIN,72372628,N,Y,42.3426505,-71.1377283
MLS Listing,,Condo/Co-op,101 Fletcher St #2,Boston,MA,02131,674900,4,2.0,Roslindale,2322,6056,1910,3,291,220,Active,,,http://www.redfin.com/MA/Roslindale/101-Fletcher-St-02131/unit-2/home/26850208,MLS PIN,72372600,N,Y,42.2910813,-71.1390726
MLS Listing,,Condo/Co-op,195 Beacon St #3,Boston,MA,02116,629000,1,1.0,Back Bay,526,526,1905,3,1196,276,Active,,,http://www.redfin.com/MA/Boston/195-Beacon-St-02116/unit-3/home/11838798,MLS PIN,72372582,N,Y,42.3540791,-71.0764697
MLS Listing,,Single Family Residential,4 Marshall Pl,Boston,MA,02129,749000,2,2.5,Charlestown,957,660,1870,3,783,,Active,,,http://www.redfin.com/MA/Charlestown/4-Marshall-Pl-02129/home/9054981,MLS PIN,72372574,N,Y,42.383222,-71.068947
MLS Listing,,Single Family Residential,103 Elm St,Boston,MA,02129,779000,2,1.5,Charlestown,906,1000,1870,3,860,,Active,,,http://www.redfin.com/MA/Charlestown/103-Elm-St-02129/home/9056568,MLS PIN,72372560,N,Y,42.3799834,-71.0616856
MLS Listing,,Condo/Co-op,360 W Second St #14,Boston,MA,02127,799000,2,2.0,Boston,1110,1110,2013,3,720,326,Active,August-6-2018 05:00 PM,August-6-2018 07:00 PM,http://www.redfin.com/MA/Boston/360-W-2nd-St-02127/unit-14/home/85680803,MLS PIN,72372458,N,Y,42.3384876,-71.0462423
MLS Listing,,Condo/Co-op,75 Wachusett St #1,Boston,MA,02130,749000,3,2.0,Jamaica Plain,1983,1983,2014,3,378,268,Active,,,http://www.redfin.com/MA/Boston/73-75-Wachusett-St-02130/unit-1/home/56292080,MLS PIN,72372418,N,Y,42.2957594,-71.1142965
MLS Listing,,Single Family Residential,31 Caspar St,Boston,MA,02132,689900,3,2.0,West Roxbury,1500,4842,1930,3,460,,Active,,,http://www.redfin.com/MA/West-Roxbury/31-Caspar-St-02132/home/9208825,MLS PIN,72372409,N,Y,42.2910053,-71.1660291
MLS Listing,,Condo/Co-op,180 Telford St #211,Boston,MA,02135,969888,2,2.0,Allston,1115,,2017,4,870,741,Active,,,http://www.redfin.com/MA/Boston/180-Telford-St-02135/unit-211/home/146445933,MLS PIN,72372291,N,Y,42.3638661,-71.1376193
MLS Listing,,Multi-Family (2-4 Unit),22 Mercer St,Boston,MA,02127,1449900,4,5.5,South Boston,2376,920,2018,4,610,,Active,,,http://www.redfin.com/MA/Boston/22-Mercer-St-02127/home/9190915,MLS PIN,72372286,N,Y,42.3330383,-71.0489178
MLS Listing,,Condo/Co-op,36 A Unit 3C,Boston,MA,02127,929000,2,2.0,South Boston,1370,1370,2006,4,678,609,Active,,,http://www.redfin.com/MA/Boston/36-A-St-02127/unit-3C/home/18982351,MLS PIN,72372268,N,Y,42.34132,-71.05635
MLS Listing,,Single Family Residential,30 Carlson Rd,Boston,MA,02136,599900,4,1.5,Fairmount Hill,1962,5636,1960,4,306,,Active,,,http://www.redfin.com/MA/Boston/30-Carlson-Rd-02136/home/109647446,MLS PIN,72372254,N,Y,42.2527785,-71.1299976
MLS Listing,,Condo/Co-op,580 Washington St #704,Boston,MA,02111,950000,1,1.0,Midtown,777,777,2013,4,1223,716,Active,,,http://www.redfin.com/MA/Boston/580-Washington-St-02111/unit-704/home/85680548,MLS PIN,72372250,N,Y,42.3533804,-71.0619769
MLS Listing,,Multi-Family (2-4 Unit),28 Windermere Rd,Boston,MA,02125,779000,7,2.0,Dorchester,2992,3799,1900,4,260,,Active,,,http://www.redfin.com/MA/Dorchester/28-Windermere-Rd-02125/home/9079290,MLS PIN,72372189,N,Y,42.3139408,-71.0625677
MLS Listing,,Townhouse,227 Gladstone St #2,Boston,MA,02128,799900,2,2.5,Boston,1640,,2017,4,488,150,Active,,,http://www.redfin.com/MA/Boston/227-Gladstone-St-02128/unit-2/home/146176909,MLS PIN,72372151,N,Y,42.3904331,-71.0095908
MLS Listing,,Multi-Family (2-4 Unit),412 Baker St,Boston,MA,02132,699000,4,2.0,West Roxbury,2300,4493,1930,4,304,,Active,,,http://www.redfin.com/MA/West-Roxbury/412-Baker-St-02132/home/9216591,MLS PIN,72372124,N,Y,42.283146,-71.1696147
MLS Listing,,Multi-Family (2-4 Unit),45 Msgr Patrick J Lydon Way,Boston,MA,02124,950000,9,3.0,Dorchester's Ashmont,3468,3717,1910,4,274,,Active,,,http://www.redfin.com/MA/Boston/45-Msgr-Patrick-J-Lydon-Way-02124/home/11834797,MLS PIN,72372108,N,Y,42.2885826,-71.0609427
MLS Listing,,Condo/Co-op,45 W Newton #5,Boston,MA,02118,1700000,2,1.0,South End,2143,,1865,4,793,750,Active,August-8-2018 04:00 PM,August-8-2018 06:00 PM,http://www.redfin.com/MA/Boston/45-W-Newton-St-02118/unit-5/home/9289726,MLS PIN,72372075,N,Y,42.3393772,-71.0745786
MLS Listing,,Townhouse,192 Chestnut Ave Unit F,Boston,MA,02130,689000,2,2.0,Jamaica Plain,1638,,1986,4,421,303,Active,,,http://www.redfin.com/MA/Jamaica-Plain/192-Chestnut-Ave-02130/unit-F/home/9138950,MLS PIN,72372035,N,Y,42.3161676,-71.106764
MLS Listing,,Single Family Residential,92 Colberg Ave,Boston,MA,02131,899000,6,2.5,Roslindale,3000,11700,1910,4,300,,Active,,,http://www.redfin.com/MA/Roslindale/92-Colberg-Ave-02131/home/9166722,MLS PIN,72372031,N,Y,42.283581,-71.1430645
MLS Listing,,Condo/Co-op,596 American Legion Hwy #3,Boston,MA,02131,189900,1,1.0,Roslindale,624,624,1965,4,304,220,Active,,,http://www.redfin.com/MA/Boston/596-American-Legion-Hwy-02131/unit-3/home/9182166,MLS PIN,72371993,N,Y,42.28597,-71.1087517
MLS Listing,,Condo/Co-op,50 Victory Rd #1,Boston,MA,02122,419000,2,1.0,Dorchester,1043,1043,1905,4,402,233,Active,,,http://www.redfin.com/MA/Boston/50-Victory-Rd-02122/unit-1/home/9063904,MLS PIN,72371974,N,Y,42.2961657,-71.0534362
MLS Listing,,Multi-Family (2-4 Unit),30 Mount Everett St,Boston,MA,02125,789900,6,3.0,Dorchester,3273,5375,1990,4,241,,Active,,,http://www.redfin.com/MA/Dorchester/30-Mt-Everett-St-02125/home/9069729,MLS PIN,72371965,N,Y,42.3100692,-71.0701352
MLS Listing,,Condo/Co-op,151 Tremont St Unit 22D,Boston,MA,02111,1165000,2,2.0,Midtown,1080,1080,1968,4,1079,675,Active,,,http://www.redfin.com/MA/Boston/151-Tremont-St-02111/unit-22D/home/9279978,MLS PIN,72371962,N,Y,42.3545253,-71.0634233
MLS Listing,,Single Family Residential,22 Oak St,Boston,MA,02129,950000,4,1.0,Charlestown,2359,,1859,4,403,,Active,,,http://www.redfin.com/MA/Charlestown/22-Oak-St-02129/home/9058657,MLS PIN,72371953,N,Y,42.3806264,-71.0689763
MLS Listing,,Condo/Co-op,113 Sumner St #34,Boston,MA,02128,275000,1,1.0,East Boston,657,657,2004,4,419,364,Active,August-6-2018 05:00 PM,August-6-2018 06:15 PM,http://www.redfin.com/MA/Boston/113-Sumner-St-02128/unit-34/home/11739200,MLS PIN,72371934,N,Y,42.3689695,-71.0423332
MLS Listing,,Condo/Co-op,30 Union Park St #404,Boston,MA,02118,1229000,1,2.0,South End,1235,1235,2006,4,995,411,Active,,,http://www.redfin.com/MA/Boston/30-Union-Park-St-02118/unit-404/home/21718144,MLS PIN,72371932,N,Y,42.3416224,-71.0696124
MLS Listing,,Condo/Co-op,63 Appleton St #1,Boston,MA,02116,859000,2,1.0,South End,869,869,1899,4,988,222,Active,,,http://www.redfin.com/MA/Boston/63-Appleton-St-02116/unit-1/home/9235418,MLS PIN,72371927,N,Y,42.3458865,-71.0725855
MLS Listing,,Condo/Co-op,263 Bolton St #1,Boston,MA,02127,629000,2,1.5,South Boston,1087,1117,1890,4,579,130,Active,,,http://www.redfin.com/MA/Boston/263-Bolton-St-02127/unit-1/home/11736856,MLS PIN,72371837,N,Y,42.3375133,-71.0461346
MLS Listing,,Condo/Co-op,269 Shawmut Ave #4,Boston,MA,02118,1095000,2,2.0,South End,975,975,1935,4,1123,285,Active,,,http://www.redfin.com/MA/Boston/269-Shawmut-Ave-02118/unit-4/home/11736096,MLS PIN,72371816,N,Y,42.343168,-71.0692178
MLS Listing,,Condo/Co-op,654 E 7th #1,Boston,MA,02127,795000,2,2.0,South Boston,1266,,2018,4,628,156,Active,August-7-2018 06:00 PM,August-7-2018 07:00 PM,http://www.redfin.com/MA/Boston/654-E-7th-St-02127/unit-1/home/146443912,MLS PIN,72371811,N,Y,42.3324813,-71.0341532
MLS Listing,,Condo/Co-op,870 E 6th St #2,Boston,MA,02127,1650000,3,2.5,South Boston's City Point,2003,,2017,4,824,203,Active,,,http://www.redfin.com/MA/Boston/870-E-6th-St-02127/unit-2/home/9191339,MLS PIN,72371800,N,Y,42.3336485,-71.0261846
MLS Listing,,Single Family Residential,30 Rugdale Rd,Boston,MA,02124,559900,4,1.5,Dorchester's Lower Mills,1440,5967,1950,4,389,,Active,,,http://www.redfin.com/MA/Boston/30-Rugdale-Rd-02124/home/9102385,MLS PIN,72371762,N,Y,42.2768526,-71.0679996
MLS Listing,,Condo/Co-op,300 Pier 4 Blvd Unit 2F,Boston,MA,02210,1995000,1,1.5,Seaport District,1089,,2019,4,1832,1581,Active,,,http://www.redfin.com/MA/Boston/130-Northern-Ave-02210/unit-2F/home/146443626,MLS PIN,72371731,N,Y,42.352562,-71.042697
MLS Listing,,Single Family Residential,36 Adair Rd,Boston,MA,02135,699900,3,2.0,Oak Square,1238,5198,1955,4,565,,Active,,,http://www.redfin.com/MA/Brighton/36-Adair-Rd-02135/home/9038047,MLS PIN,72371676,N,Y,42.3528013,-71.1668762
MLS Listing,,Condo/Co-op,1 Franklin St #3810,Boston,MA,02110,3595000,2,2.5,Midtown,1745,,2016,4,2060,1885,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-3810/home/108379846,MLS PIN,72371667,N,Y,42.35631,-71.05945
MLS Listing,,Condo/Co-op,8 Cypress Rd #803,Boston,MA,02135,335000,1,1.0,Brighton,560,560,1900,4,598,197,Active,,,http://www.redfin.com/MA/Boston/8-Cypress-Rd-02135/unit-803/home/9016166,MLS PIN,72371649,N,Y,42.3544883,-71.1495947
MLS Listing,,Single Family Residential,15 Caulfield Cir,Newton,MA,02459,669000,3,1.0,Oak Hill Park,1384,7759,1946,4,483,,Active,,,http://www.redfin.com/MA/Newton/15-Caulfield-Cir-02459/home/11491309,MLS PIN,72371648,N,Y,42.2884135,-71.1864165
MLS Listing,,Condo/Co-op,67 Saint Botolph #3,Boston,MA,02116,1699000,2,2.0,Back Bay,1390,,2018,4,1222,377,Active,,,http://www.redfin.com/MA/Boston/67-Saint-Botolph-St-02116/unit-3/home/146443195,MLS PIN,72371583,N,Y,42.3456603,-71.0802096
MLS Listing,,Single Family Residential,127 Williams Ave,Boston,MA,02136,435000,3,1.5,Hyde Park's Fairmount,1075,6585,1947,4,405,,Active,August-6-2018 05:30 PM,August-6-2018 07:00 PM,http://www.redfin.com/MA/Hyde-Park/127-Williams-Ave-02136/home/9130847,MLS PIN,72371582,N,Y,42.2463986,-71.115352
MLS Listing,,Multi-Family (2-4 Unit),2089 Centre St,Boston,MA,02132,935000,8,3.0,Boston,2880,3548,1920,4,325,,Active,,,http://www.redfin.com/MA/West-Roxbury/2089-Centre-St-02132/home/9214026,MLS PIN,72371559,N,Y,42.2787235,-71.1597746
